"pcp-dstat 5.0.3 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ip-10-0-77-166",,,,"User:","ubuntu"
"Cmdline:","dstat --epoch -m --all -l --noheaders --nocolor --output hazelcast-simulator/workers/76365181784a316b85ae49c7f956ed0e42ade03d/A4_dstat.csv 5",,,,"Date:","08 Sep 2023 13:54:57 UTC"
"epoch","memory usage",,,,"total usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"load avg",,
"epoch","used","free","buf","cach","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","dsk/total:read","dsk/total:writ","net/total:recv","net/total:send","in","out","int","csw","1m","5m","15m"
1694181297,392672,30271316,29288,1067196,,,,,,,,0.100,0.230,0.310
1694181302,402696,30294008,29288,1034960,0.737,0.512,98.748,0,0,0,3.197,105629.516,5066.758,0,0,5904,6185,0.250,0.260,0.320
1694181307,403044,30290236,29288,1038384,0,0,99.938,0,0.013,0,196.002,736139.889,19213.754,0,0,5533,3733,0.230,0.250,0.320
1694181312,403360,30284692,29300,1043600,0.063,0.038,99.913,0,0,0,33.600,1119175.901,27138.514,0,0,8228,5589,0.210,0.250,0.320
1694181317,403508,30278596,29300,1049492,0.062,0.037,99.875,0,0,0,0,1258556.276,30086.516,0,0,8488,5805,0.280,0.260,0.320
1694181322,405132,30275324,29300,1051132,0.325,0.137,99.524,0,0.012,0,3012.781,404661.291,10973.332,0,0,4894,3814,0.250,0.260,0.320
1694181327,404432,30271132,29300,1055904,0.050,0.037,99.900,0,0,0,0,972732.665,22435.746,0,0,7326,5047,0.230,0.250,0.320
1694181332,403924,30260376,29300,1066884,0.075,0.100,99.801,0,0,0,0,2349148.003,53262.258,0,0,13955,10790,0.210,0.250,0.310
1694181337,403696,30260236,29300,1067248,0.300,0.100,99.499,0,0.025,0,0,78012.682,2927.773,0,0,2215,2114,0.200,0.240,0.310
1694181342,403688,30260236,29308,1067248,0,0,100.001,0,0,0,16.000,25.200,25.200,0,0,319,516,0.180,0.240,0.310
1694181347,516080,30147812,29308,1067280,0.950,0.113,98.941,0,0.013,0,0,3924.919,2118.864,0,0,4902,7558,0.170,0.230,0.310
1694181352,1494020,29169748,29308,1067404,5.762,0.750,93.508,0,0,0,169.592,3417.648,6700.303,0,0,27006,46157,0.150,0.230,0.310
1694181357,1698676,28965064,29308,1067432,2.552,0.550,96.744,0.025,0.013,0,3410.065,260751.684,30034138.683,0,0,87731,92130,0.140,0.230,0.310
1694181362,2005852,28657872,29308,1067448,0.987,0.649,98.246,0,0,0,19.185,330341.066,40388901.301,0,0,104305,105789,0.130,0.220,0.300
1694181367,2151976,28511744,29308,1067452,0.437,0.337,99.134,0,0,0,71.997,168252.543,18824333.324,0,0,55557,56571,0.120,0.220,0.300
1694181372,2307660,28356044,29308,1067464,0.438,0.400,99.179,0,0,0,0,174882.150,20081276.537,0,0,56945,58258,0.110,0.210,0.300
1694181377,2453960,28209696,29316,1067504,0.338,0.338,99.150,0,0,0,40.800,174169.505,18905769.943,0,0,56336,57828,0.100,0.210,0.300
1694181382,2542172,28121476,29316,1067512,0.337,0.225,99.312,0,0,0,20.000,137269.733,15671023.919,0,0,44843,46264,0.090,0.210,0.300
1694181387,2561316,28102320,29316,1067524,0.313,0.238,99.451,0,0,0,0.800,118069.838,12972970.254,0,0,39137,40182,0.080,0.200,0.290
1694181392,2580384,28083244,29316,1067532,0.462,0.337,99.062,0,0.012,0,9.600,239579.098,29528954.967,0,0,75151,76729,0.080,0.200,0.290
1694181397,2592208,28071404,29316,1067548,0.288,0.300,99.125,0,0.025,0,9.600,216422.222,24750731.853,0,0,69370,71271,0.070,0.200,0.290
1694181402,2595836,28067772,29316,1067552,0.275,0.275,99.484,0,0,0,0,127473.680,13982595.872,0,0,42661,43206,0.060,0.190,0.290
1694181407,2609744,28053844,29324,1067564,0.563,0.425,98.791,0,0.013,0,10.400,304615.236,38013687.323,0,0,95393,96918,0.060,0.190,0.290
1694181412,2634760,28028816,29324,1067576,0.588,0.463,98.825,0,0,0,14.400,281220.394,34917177.284,0,0,87907,89363,0.050,0.190,0.280
1694181417,2642072,28021492,29324,1067588,0.700,0.512,98.421,0,0,0,0,417152.730,53262794.520,0,0,129192,130603,0.050,0.180,0.280
1694181422,2642764,28020788,29324,1067600,0.350,0.288,99.166,0,0,0,9.600,199698.428,22672919.178,0,0,64308,66042,0.050,0.180,0.280
1694181427,2643160,28020380,29324,1067612,0.187,0.125,99.571,0,0.012,0,8.000,109479.777,11888074.722,0,0,36229,37458,0.040,0.180,0.280
1694181432,2643724,28019808,29324,1067620,0.175,0.113,99.538,0,0,0,0,106929.364,11509563.333,0,0,35162,36656,0.040,0.170,0.280
1694181437,2650628,28012832,29332,1067684,0.525,0.400,98.778,0,0,0,14.400,306259.535,37611288.428,0,0,95624,98033,0.030,0.170,0.270
1694181442,2741504,27921948,29332,1067692,0.275,0.225,99.488,0,0,0,6.400,120274.113,13041173.907,0,0,38770,40986,0.030,0.170,0.270
1694181447,2835080,27828360,29332,1067704,0.175,0.287,99.412,0,0,0,0,100199.560,10698838.120,0,0,33509,35319,0.030,0.160,0.270
1694181452,2836176,27827256,29332,1067712,0.500,0.375,99.050,0,0,0,8.000,248290.549,30635115.581,0,0,78168,79438,0.030,0.160,0.270
1694181457,2837136,27826288,29332,1067720,0.287,0.250,99.321,0,0.050,0,8.800,180674.120,20358657.152,0,0,58022,59972,0.020,0.160,0.270
1694181462,2837156,27826256,29332,1067732,0.250,0.225,99.538,0,0.025,0,1.600,112734.513,12333572.134,0,0,37426,38500,0.020,0.160,0.270
1694181467,2837268,27826136,29340,1067732,0.413,0.400,99.104,0,0,0,20.801,218543.248,26895627.279,0,0,67983,70004,0.180,0.190,0.280
1694181472,2843188,27820196,29340,1067752,0.725,0.587,98.600,0,0,0,6.400,377970.524,46396657.321,0,0,118189,119952,0.170,0.180,0.270
1694181477,2855136,27808224,29340,1067776,0.087,0.062,99.758,0,0,0,0,38651.177,4151514.436,0,0,13757,15108,0.150,0.180,0.270
1694181482,2855868,27807476,29340,1067792,0.225,0.025,99.775,0,0,0,0,1575.200,2025.800,0,0,2055,2633,0.140,0.180,0.270
1694181487,2855296,27807944,29340,1067896,0,0,99.975,0,0,0,38.400,0,0,0,0,584,965,0.130,0.170,0.270
1694181492,2855288,27807952,29340,1067896,0.013,0.013,99.963,0,0,0,0,0,0,0,0,539,834,0.120,0.170,0.270
1694181497,2855248,27807944,29348,1067932,0,0.025,99.962,0,0,0,15.200,64.200,64.200,0,0,613,872,0.110,0.170,0.270
1694181502,2855492,27807700,29348,1067932,0,0.013,99.963,0,0.013,0,6.400,0,0,0,0,533,812,0.100,0.160,0.260
1694181507,2855488,27807700,29348,1067936,0.013,0.013,99.976,0,0,0,3.200,64.200,64.200,0,0,530,826,0.090,0.160,0.260
1694181512,2855480,27807708,29348,1067936,0,0,99.987,0,0,0,0,0,0,0,0,568,872,0.080,0.160,0.260
1694181517,2855696,27807488,29348,1067940,0.012,0.012,99.962,0,0.025,0,0,64.200,64.200,0,0,565,893,0.080,0.160,0.260
1694181522,2855696,27807488,29348,1067940,0.013,0.013,99.989,0,0,0,0,0,0,0,0,519,826,0.070,0.150,0.260
1694181527,2855760,27807416,29356,1067940,0,0,99.936,0,0,0,6.400,64.199,64.199,0,0,1138,1824,0.060,0.150,0.260
1694181532,2855736,27807440,29356,1067940,0,0.013,99.976,0,0,0,12.800,0,0,0,0,529,847,0.060,0.150,0.260
1694181537,2855748,27807424,29356,1067944,0,0.025,99.987,0,0,0,6.400,72.599,72.599,0,0,621,891,0.050,0.140,0.250
1694181542,2855724,27807448,29356,1067944,0.013,0,99.976,0,0,0,0,0,0,0,0,480,807,0.050,0.140,0.250
1694181547,2855744,27807424,29356,1067948,0.012,0.025,99.962,0,0.012,0,0,64.200,64.200,0,0,576,931,0.050,0.140,0.250
1694181552,2855972,27807196,29356,1067948,0,0,99.963,0,0.013,0,0,0,0,0,0,501,832,0.040,0.140,0.250
1694181557,2855952,27807172,29364,1067984,0.012,0.012,99.987,0,0,0,7.200,64.200,64.200,0,0,584,939,0.040,0.130,0.250
