"pcp-dstat 5.0.3 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ip-10-0-77-13",,,,"User:","ubuntu"
"Cmdline:","dstat --epoch -m --all -l --noheaders --nocolor --output hazelcast-simulator/workers/76365181784a316b85ae49c7f956ed0e42ade03d/A5_dstat.csv 5",,,,"Date:","08 Sep 2023 13:54:57 UTC"
"epoch","memory usage",,,,"total usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"load avg",,
"epoch","used","free","buf","cach","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","dsk/total:read","dsk/total:writ","net/total:recv","net/total:send","in","out","int","csw","1m","5m","15m"
1694181297,387948,30507636,29336,1065528,,,,,,,,0,0,0
1694181302,393212,30535064,29336,1033424,0.787,0.462,98.786,0,0,0,11.988,88319.144,5086.790,0,0,5720,6266,0.240,0.050,0.020
1694181307,393776,30530276,29336,1037648,0.013,0.025,99.914,0,0,0,7.200,903608.070,21014.690,0,0,6683,4598,0.220,0.050,0.020
1694181312,393764,30525204,29348,1042704,0.025,0.037,99.900,0,0,0,65.600,1085300.915,24111.176,0,0,7490,5182,0.200,0.050,0.020
1694181317,394056,30519344,29348,1048152,0.050,0.050,99.874,0,0,0,0,1162557.122,25912.060,0,0,8066,5510,0.190,0.050,0.010
1694181322,395316,30513792,29348,1052412,0.337,0.175,99.474,0,0,0,0,926749.254,22325.662,0,0,7965,5652,0.170,0.050,0.010
1694181327,395032,30506328,29348,1059968,0.038,0.050,99.863,0,0,0,12.000,1610307.685,36480.761,0,0,11457,7820,0.160,0.040,0.010
1694181332,392588,30503012,29348,1065576,0.400,0.137,99.437,0,0.012,0,185.599,1198503.009,28208.031,0,0,10567,7725,0.220,0.060,0.020
1694181337,392824,30502768,29348,1065584,0,0,99.988,0,0.025,0,3016.017,296.602,236.601,0,0,498,653,0.210,0.060,0.020
1694181342,392816,30502768,29356,1065584,0,0,99.963,0,0,0,18.400,25.200,25.200,0,0,326,517,0.190,0.060,0.020
1694181347,392752,30502832,29356,1065584,0.025,0,99.974,0,0,0,1.600,64.199,64.199,0,0,516,792,0.170,0.060,0.020
1694181352,390036,30505540,29356,1065592,0.038,0.025,99.951,0,0,0,3408.821,368.402,372.202,0,0,633,969,0.160,0.060,0.020
1694181357,390004,30505572,29356,1065592,0,0,99.987,0,0,0,5.600,0,0,0,0,343,541,0.150,0.060,0.020
1694181362,390004,30505572,29356,1065592,0,0.013,100.000,0,0,0,124.001,0,0,0,0,477,653,0.130,0.050,0.020
1694181367,390036,30505540,29356,1065592,0,0,99.974,0,0,0,72.800,64.200,64.200,0,0,386,620,0.120,0.050,0.020
1694181372,390068,30505508,29356,1065592,0,0,99.976,0,0,0,8.000,638.004,466.803,0,0,491,752,0.110,0.050,0.020
1694181377,390056,30505508,29364,1065596,0,0,99.975,0,0,0,16.000,64.200,64.200,0,0,321,515,0.100,0.050,0.010
1694181382,390024,30505540,29364,1065596,0,0,99.988,0,0,0,0,0,0,0,0,292,490,0.100,0.050,0.010
1694181387,390020,30505540,29364,1065600,0,0,99.987,0,0,0,4.000,64.200,64.200,0,0,356,544,0.090,0.050,0.010
1694181392,389984,30505540,29364,1065636,0,0,99.988,0,0,0,0,0,0,0,0,309,510,0.080,0.050,0.010
1694181397,389952,30505572,29364,1065636,0.025,0,99.999,0,0.062,0,0,64.199,64.199,0,0,324,503,0.070,0.050,0.010
1694181402,389952,30505572,29364,1065636,0,0,99.988,0,0,0,0.800,0,0,0,0,258,448,0.070,0.050,0.010
1694181407,389988,30505524,29372,1065640,0,0.012,99.974,0,0,0,16.000,72.599,72.599,0,0,725,1131,0.060,0.050,0.010
1694181412,389988,30505524,29372,1065640,0,0,99.963,0,0.013,0,0,0,0,0,0,268,476,0.060,0.040,0.010
1694181417,390236,30505272,29372,1065644,0.012,0,99.949,0,0.012,0,0,64.199,64.199,0,0,450,747,0.050,0.040,0.010
1694181422,390236,30505272,29372,1065644,0.013,0,100.001,0,0,0,13.600,0,0,0,0,283,462,0.050,0.040,0.010
1694181427,390232,30505272,29372,1065648,0,0,99.974,0,0,0,0,64.200,64.200,0,0,327,540,0.040,0.040,0.010
1694181432,390232,30505272,29372,1065648,0,0,100.001,0,0,0,1.600,12.000,10.800,0,0,280,482,0.040,0.040,0.010
1694181437,390224,30505272,29380,1065648,0,0,99.999,0,0,0,9.600,64.200,64.200,0,0,345,517,0.040,0.040,0.010
1694181442,390224,30505272,29380,1065648,0,0,99.988,0,0,0,6.400,0,0,0,0,278,460,0.030,0.040,0.010
1694181447,390116,30505328,29380,1065700,0,0.025,99.974,0,0,0,0,64.200,64.200,0,0,390,572,0.030,0.040,0.010
1694181452,390144,30505296,29380,1065704,0,0,99.988,0,0,0,2.400,0,0,0,0,286,485,0.030,0.040,0.010
1694181457,390140,30505296,29380,1065708,0,0,99.987,0,0.025,0,0,64.200,64.200,0,0,291,487,0.020,0.040,0.010
1694181462,390140,30505296,29380,1065708,0,0,100.001,0,0.013,0,2.400,0,0,0,0,263,446,0.020,0.030,0.010
1694181467,390100,30505328,29388,1065708,0,0.012,99.986,0,0,0,8.000,72.599,72.599,0,0,473,742,0.020,0.030,0.010
1694181472,390100,30505328,29388,1065708,0,0,100.001,0,0,0,3.200,0,0,0,0,287,480,0.020,0.030,0.010
1694181477,390096,30505328,29388,1065712,0.037,0,99.974,0,0,0,0,64.199,64.199,0,0,337,546,0.020,0.030,0
1694181482,390156,30505264,29388,1065716,0.050,0.012,99.962,0,0.012,0,15.200,331.400,317.600,0,0,498,801,0.020,0.030,0
1694181487,390156,30505264,29388,1065716,0,0,99.950,0,0,0,0,0,0,0,0,314,558,0.010,0.030,0
1694181492,390156,30505264,29388,1065716,0,0,100.001,0,0,0,0,0,0,0,0,282,497,0.010,0.030,0
1694181497,390144,30505264,29396,1065720,0,0,99.987,0,0,0,16.800,64.200,64.200,0,0,372,580,0.010,0.030,0
1694181502,390144,30505264,29396,1065720,0,0,99.976,0,0,0,0,0,0,0,0,258,451,0.010,0.030,0
1694181507,390140,30505264,29396,1065724,0.012,0,99.975,0,0,0,3.200,64.200,64.200,0,0,373,550,0.010,0.030,0
1694181512,390320,30505044,29396,1065760,0,0,100.000,0,0,0,3.200,0,0,0,0,306,514,0.010,0.030,0
1694181517,390320,30505044,29396,1065760,0,0,99.999,0,0.025,0,0,64.200,64.200,0,0,322,508,0.010,0.030,0
1694181522,390320,30505044,29396,1065760,0,0,99.988,0,0,0,0,8.400,8.400,0,0,259,455,0.010,0.030,0
1694181527,390300,30505052,29404,1065764,0,0.012,99.937,0,0.012,0,9.600,64.199,64.199,0,0,744,1183,0.010,0.030,0
1694181532,390300,30505052,29404,1065764,0,0,100.001,0,0,0,2.400,0,0,0,0,293,499,0,0.020,0
1694181537,390288,30505060,29404,1065768,0,0,99.974,0,0,0,0,64.200,64.200,0,0,366,538,0,0.020,0
1694181542,390288,30505060,29404,1065768,0,0,100.001,0,0,0,13.600,0,0,0,0,292,474,0,0.020,0
1694181547,390288,30505060,29404,1065768,0,0.025,99.987,0,0,0,0,64.200,64.200,0,0,322,517,0,0.020,0
1694181552,390288,30505060,29404,1065768,0,0,99.975,0,0,0,0,0,0,0,0,298,520,0,0.020,0
1694181557,390244,30505092,29412,1065772,0.050,0,99.987,0,0,0,16.000,64.200,64.200,0,0,467,700,0,0.020,0
1694181562,390244,30505092,29412,1065772,0,0,99.976,0,0,0,0,0,0,0,0,268,467,0,0.020,0
1694181567,390240,30505092,29412,1065776,0,0,99.987,0,0,0,1.600,64.200,64.200,0,0,355,542,0,0.020,0
1694181572,390204,30505092,29412,1065812,0.013,0,100.001,0,0,0,2.400,0,0,0,0,294,495,0,0.020,0
1694181577,390200,30505092,29412,1065816,0,0,99.987,0,0.025,0,2.400,72.600,72.600,0,0,303,488,0,0.020,0
1694181582,390192,30505092,29420,1065816,0,0,100.000,0,0.013,0,12.800,0,0,0,0,304,506,0,0.020,0
1694181587,390200,30505084,29420,1065816,0.012,0,99.974,0,0.012,0,0,64.200,64.200,0,0,460,713,0,0.020,0
1694181592,390200,30505084,29420,1065816,0,0,100.001,0,0,0,0,0,0,0,0,269,475,0,0.020,0
