"pcp-dstat 5.0.3 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ip-10-0-77-27",,,,"User:","ubuntu"
"Cmdline:","dstat --epoch -m --all -l --noheaders --nocolor --output hazelcast-simulator/workers/76365181784a316b85ae49c7f956ed0e42ade03d/A2_dstat.csv 5",,,,"Date:","08 Sep 2023 13:54:57 UTC"
"epoch","memory usage",,,,"total usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"load avg",,
"epoch","used","free","buf","cach","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","dsk/total:read","dsk/total:writ","net/total:recv","net/total:send","in","out","int","csw","1m","5m","15m"
1694181297,386016,30509828,29092,1064668,,,,,,,,0.140,0.480,0.550
1694181302,393272,30535036,29092,1032692,0.799,0.412,98.748,0,0,0,3.197,117467.150,5766.847,0,0,6017,6284,0.120,0.470,0.550
1694181307,393768,30531264,29092,1035968,0,0.025,99.901,0,0.013,0,432.005,704256.192,17712.616,0,0,5518,3856,0.110,0.460,0.540
1694181312,394092,30524972,29104,1041924,0.075,0.063,99.876,0,0,0,32.800,1324559.396,31503.052,0,0,9432,6354,0.100,0.450,0.540
1694181317,391624,30522000,29104,1047260,0.037,0.025,99.912,0,0,0,0,1093902.493,26394.257,0,0,8097,5533,0.100,0.440,0.540
1694181322,392384,30514472,29104,1053852,0.325,0.212,99.436,0,0,0,3461.558,1423182.522,32974.404,0,0,7650,6289,0.090,0.440,0.530
1694181327,392504,30508740,29104,1059424,0.063,0.063,99.901,0,0,0,0,1196890.096,28610.017,0,0,5625,5505,0.080,0.430,0.530
1694181332,390612,30505108,29104,1064712,0.375,0.150,99.474,0,0,0,0,1115644.167,28488.795,0,0,7118,6628,0.150,0.440,0.530
1694181337,1060872,29834728,29104,1064832,5.276,0.663,93.988,0,0,0,3066.814,5733.774,3872.123,0,0,30973,52570,0.140,0.430,0.530
1694181342,1061400,29834192,29112,1064832,0.087,0,99.912,0,0,0,23.997,614.319,932.677,0,0,1600,2492,0.130,0.420,0.530
1694181347,1079332,29816244,29112,1064848,1.163,0.088,98.675,0,0.013,0,0,163698.258,40095.712,0,0,13484,18621,0.120,0.420,0.520
1694181352,1086300,29809264,29112,1064860,0.212,0.037,99.762,0,0,0,0,11142.578,8103.184,0,0,2839,4326,0.110,0.410,0.520
1694181357,2475036,28420516,29112,1064872,8.225,1.737,89.936,0,0,0,0,31759467.811,353123194.936,0,0,339695,132082,0.420,0.470,0.540
1694181362,4486332,26409220,29112,1064872,6.863,2.525,90.600,0,0,0,0,42961625.443,492341812.917,0,0,461873,172590,0.390,0.460,0.540
1694181367,9042368,21853176,29112,1064880,4.163,3.313,91.813,0,0,0,16.800,20870997.110,428713640.136,0,0,367898,100236,0.520,0.490,0.550
1694181372,11146576,19748968,29112,1064880,4.750,2.063,92.875,0,0.013,0,0.800,22348099.200,475671609.200,0,0,412679,124904,0.470,0.480,0.540
1694181377,16670616,14224920,29120,1064880,4.113,3.538,92.275,0,0,0,31.200,20608530.565,379757420.454,0,0,312090,86317,0.520,0.490,0.550
1694181382,16707060,14188476,29120,1064880,4.487,0.775,95.111,0,0,0,0.800,17519124.005,395862986.110,0,0,325981,104693,0.480,0.480,0.540
1694181387,16805612,14089884,29120,1064920,4.662,0.937,94.326,0,0,0,0,15164789.023,460652022.940,0,0,383169,108551,0.440,0.470,0.540
1694181392,16811384,14084112,29120,1064920,5.588,1.000,93.600,0,0.013,0,0,31894151.405,524102468.736,0,0,441577,135139,0.400,0.460,0.540
1694181397,16814584,14080908,29120,1064924,5.412,1.112,93.460,0,0,0,5.600,27387320.834,482111267.797,0,0,451389,157956,0.450,0.470,0.540
1694181402,16853172,14042320,29120,1064924,4.550,0.925,94.276,0,0,0,0.800,16184518.940,443341802.565,0,0,387511,114048,0.500,0.480,0.540
1694181407,16851068,14044416,29128,1064924,5.187,0.975,93.601,0,0.012,0,11.199,40370574.856,475079084.067,0,0,444573,161794,0.450,0.470,0.540
1694181412,16854648,14040832,29128,1064928,4.726,1.025,94.112,0,0,0,0,37162893.553,433609300.225,0,0,414833,148912,0.420,0.470,0.540
1694181417,16854260,14041212,29128,1064936,5.049,1.300,92.826,0,0,0,8.799,55688056.606,498336883.292,0,0,489972,185088,0.380,0.460,0.530
1694181422,16853968,14041504,29128,1064936,4.801,1.063,93.600,0,0,0,0,25367582.794,490078288.550,0,0,452045,150597,0.430,0.470,0.540
1694181427,16855216,14040256,29128,1064936,4.374,0.825,94.450,0,0.012,0,6.399,14115403.005,469322150.825,0,0,386336,107507,0.480,0.480,0.540
1694181432,16933820,13961648,29128,1064940,4.500,0.887,94.187,0,0,0,0,13707247.664,467393366.433,0,0,386137,104991,0.440,0.470,0.540
1694181437,16934036,13961420,29136,1064944,5.263,1.175,93.288,0.013,0,0,14.400,40289050.619,525883906.950,0,0,484763,172075,0.410,0.460,0.530
1694181442,16933272,13962184,29136,1064944,4.701,0.900,94.450,0,0,0,0,15423911.071,481755264.944,0,0,401461,114059,0.450,0.470,0.540
1694181447,16934576,13960832,29136,1064992,4.762,0.812,94.300,0,0,0,3.200,12961907.137,479357775.312,0,0,400562,103536,0.500,0.480,0.540
1694181452,16934092,13961316,29136,1064992,5.424,1.012,93.713,0,0.012,0,4.799,33076314.110,510333929.923,0,0,449985,142083,0.540,0.490,0.540
1694181457,16935284,13960120,29136,1064996,4.651,0.988,93.975,0,0,0,0,22983461.030,490511399.296,0,0,444651,142740,0.730,0.530,0.560
1694181462,16934360,13961044,29136,1064996,4.024,0.825,94.600,0,0,0,5.599,14497947.571,464084779.792,0,0,391709,107683,0.760,0.540,0.560
1694181467,16934500,13960896,29144,1064996,4.713,0.900,93.987,0,0,0,8.801,29100127.876,486702609.140,0,0,432996,130638,0.860,0.560,0.570
1694181472,16935040,13960356,29144,1064996,5.750,1.237,92.800,0,0.012,0,0,49214826.612,523370762.094,0,0,501510,182291,0.790,0.550,0.560
1694181477,16935792,13959600,29144,1065000,1.212,0.200,98.251,0,0,0,0,4927351.496,149445341.742,0,0,130208,36570,0.720,0.540,0.560
1694181482,16936052,13959336,29144,1065004,0.037,0,99.912,0,0,0,12.800,1687.797,2137.196,0,0,1565,2441,0.670,0.530,0.560
1694181487,16936104,13959272,29144,1065016,0.363,0.075,99.564,0,0,0,0,93388.994,30728.610,0,0,7345,9015,0.610,0.520,0.550
1694181492,16939268,13955728,29144,1065388,0.750,0.137,99.162,0,0,0,11.998,12195.966,12140.573,0,0,17652,24670,0.560,0.520,0.550
1694181497,397196,30497756,29152,1065424,0.112,0.562,99.237,0,0,0,103.200,919.996,1257.594,0,0,5194,5658,0.520,0.510,0.550
1694181502,397196,30497756,29152,1065424,0,0,99.988,0,0,0,0,0,0,0,0,272,480,0.480,0.500,0.540
1694181507,397196,30497756,29152,1065424,0,0,99.975,0,0.013,0,0,64.200,64.200,0,0,364,571,0.440,0.490,0.540
1694181512,397196,30497756,29152,1065424,0,0,100.000,0,0,0,0,0,0,0,0,274,481,0.400,0.480,0.540
1694181517,397196,30497756,29152,1065424,0,0.012,100.000,0,0,0,0,64.200,64.200,0,0,341,558,0.370,0.470,0.530
1694181522,397196,30497756,29152,1065424,0.012,0,99.987,0,0,0,0,0,0,0,0,269,470,0.340,0.460,0.530
1694181527,395940,30498984,29160,1065440,0.150,0.012,99.937,0,0,0,8.000,64.200,64.200,0,0,711,1104,0.310,0.460,0.530
1694181532,395940,30498984,29160,1065440,0,0,100.000,0,0,0,10.400,0,0,0,0,292,484,0.290,0.450,0.520
1694181537,395936,30498984,29160,1065444,0.012,0,99.999,0,0,0,0,72.600,72.600,0,0,489,731,0.260,0.440,0.520
1694181542,395936,30498984,29160,1065444,0,0,99.976,0,0,0,8.800,0,0,0,0,328,540,0.240,0.430,0.520
1694181547,395932,30498984,29160,1065448,0,0,99.975,0,0,0,0,64.200,64.200,0,0,349,579,0.220,0.430,0.520
1694181552,395932,30498984,29160,1065448,0,0,99.975,0,0,0,0,0,0,0,0,264,466,0.200,0.420,0.510
1694181557,395932,30498984,29168,1065440,0,0,100.000,0,0,0,10.400,76.200,99.000,0,0,336,510,0.190,0.410,0.510
1694181562,395932,30498984,29168,1065440,0,0,99.988,0,0,0,0,0,11.600,0,0,250,451,0.170,0.400,0.510
1694181567,395932,30498984,29168,1065440,0.012,0,99.987,0,0.012,0,4.800,64.200,64.200,0,0,387,571,0.160,0.400,0.500
1694181572,395932,30498984,29168,1065440,0,0,99.988,0,0,0,0,0,11.600,0,0,264,463,0.150,0.390,0.500
1694181577,395932,30498984,29168,1065440,0,0,99.974,0,0,0,0,64.199,64.199,0,0,310,528,0.130,0.380,0.500
1694181582,395932,30498984,29176,1065432,0,0,100.000,0,0,0,11.200,0,0,0,0,297,502,0.120,0.380,0.500
1694181587,398484,30496432,29176,1065432,0.012,0.025,99.975,0,0,0,8.800,64.200,75.800,0,0,476,735,0.110,0.370,0.490
1694181592,395208,30499708,29176,1065432,0,0,100.000,0,0,0,0,0,0,0,0,247,448,0.100,0.360,0.490
