"pcp-dstat 5.0.3 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ip-10-0-77-27",,,,"User:","ubuntu"
"Cmdline:","dstat --epoch -m --all -l --noheaders --nocolor --output hazelcast-simulator/workers/006d803341a234a38621ab612e77220c1a0e03ac/A2_dstat.csv 5",,,,"Date:","08 Sep 2023 13:44:27 UTC"
"epoch","memory usage",,,,"total usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"load avg",,
"epoch","used","free","buf","cach","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","dsk/total:read","dsk/total:writ","net/total:recv","net/total:send","in","out","int","csw","1m","5m","15m"
1694180667,386860,30509948,28892,1063896,,,,,,,,0.130,0.550,0.600
1694180672,390660,30539040,28892,1031484,0.687,0.212,99.002,0,0,0,95.118,82870.033,4821.836,0,0,4624,4188,0.120,0.540,0.590
1694180677,392092,30533604,28892,1035488,0.038,0.013,99.925,0,0,0,488.002,834443.038,19894.892,0,0,6385,4359,0.110,0.530,0.590
1694180682,391888,30528712,28904,1040572,0.025,0.038,99.897,0,0.013,0,28.814,1112542.858,24669.318,0,0,6390,5352,0.100,0.520,0.580
1694180687,391700,30524060,28904,1045412,0.050,0.012,99.886,0,0,0,1984.325,985541.888,22041.241,0,0,5331,4614,0.090,0.510,0.580
1694180692,390940,30522624,28904,1047524,0.350,0.088,99.541,0,0.013,0,0,414712.666,11134.406,0,0,4362,3642,0.090,0.500,0.580
1694180697,391404,30516604,28904,1052960,0.050,0.038,99.894,0,0,0,0,1169462.225,26699.214,0,0,6171,5683,0.080,0.500,0.570
1694180702,391936,30505516,28904,1063516,0.087,0.075,99.818,0,0,0,0,2298489.733,51984.522,0,0,11386,9903,0.070,0.490,0.570
1694180707,1067396,29829064,28904,1064200,5.861,0.750,93.201,0.012,0,0,4349.274,83879.892,6727.659,0,0,33795,55295,0.230,0.510,0.580
1694180712,1070540,29825908,28912,1064200,0.125,0,99.836,0,0,0,22.400,515.991,919.585,0,0,1570,2453,0.210,0.500,0.580
1694180717,1093816,29802616,28912,1064216,1.175,0.125,98.787,0,0,0,0,160768.439,41281.759,0,0,12269,16957,0.190,0.490,0.570
1694180722,1094700,29801716,28912,1064232,0.138,0,99.804,0,0,0,0,5682.526,4045.459,0,0,1899,2711,0.180,0.490,0.570
1694180727,2631280,28265096,28912,1064272,10.812,2.887,86.237,0,0,0,0,28414987.276,434614614.158,0,0,433450,315862,0.240,0.500,0.570
1694180732,8087200,22809176,28912,1064272,5.925,4.562,89.382,0,0.012,0,41.597,37740706.728,420578003.648,0,0,427762,294357,0.380,0.520,0.580
1694180737,13151888,17744480,28912,1064280,6.013,4.313,89.665,0,0,0,8.800,26712232.019,434661055.950,0,0,410279,267143,0.430,0.530,0.580
1694180742,15302600,15593768,28912,1064280,6.575,3.463,89.778,0,0,0,6.400,53052833.470,472266990.437,0,0,506235,410080,0.400,0.520,0.580
1694180747,16524900,14371460,28920,1064280,5.437,2.225,92.011,0,0.012,0,12.000,22333933.256,453494807.689,0,0,441520,284513,0.530,0.540,0.590
1694180752,16595152,14301208,28920,1064280,6.500,2.113,91.288,0,0,0,0,35516226.356,495302108.900,0,0,477234,357047,0.560,0.550,0.590
1694180757,16592368,14303984,28920,1064284,6.412,2.412,90.812,0,0,0,0,53652745.147,509482845.717,0,0,559175,437173,0.600,0.560,0.590
1694180762,16595548,14300804,28920,1064284,6.200,2.163,91.300,0,0,0,0,45915360.766,491362997.945,0,0,511661,413308,0.550,0.550,0.590
1694180767,16610156,14286192,28920,1064288,6.225,2.113,91.651,0,0.013,0,0,37791476.224,482598181.948,0,0,502972,377385,0.670,0.580,0.600
1694180772,16611280,14285076,28920,1064288,7.350,2.275,90.312,0,0,0,5.600,55307653.370,529817838.076,0,0,577502,447621,0.770,0.600,0.600
1694180777,16612032,14284316,28928,1064288,6.100,1.838,91.700,0,0,0,16.800,38483099.193,503082014.233,0,0,498066,374876,0.790,0.610,0.610
1694180782,16621388,14274960,28928,1064288,6.362,2.100,91.459,0,0,0,0,39613688.644,487683645.809,0,0,496288,383129,0.730,0.600,0.600
1694180787,16623128,14273176,28928,1064332,6.275,2.050,91.629,0,0.013,0,0,38821184.090,488518802.390,0,0,491956,374968,0.670,0.590,0.600
1694180792,16648888,14247416,28928,1064332,6.500,2.025,91.475,0,0,0,0,37167375.167,508546545.891,0,0,490240,370950,0.780,0.610,0.610
1694180797,16650788,14245516,28928,1064332,6.637,2.050,91.424,0,0,0,0,38398054.773,502104309.512,0,0,503002,375786,0.710,0.600,0.600
1694180802,16649404,14246896,28928,1064336,6.700,1.900,91.175,0,0,0,0,37294447.246,523582137.922,0,0,502709,371533,0.820,0.620,0.610
1694180807,16649964,14246324,28936,1064340,6.049,2.162,91.698,0,0.012,0,14.398,37551759.953,509273938.682,0,0,508748,366297,0.750,0.610,0.610
1694180812,16652108,14244180,28936,1064340,5.925,1.763,91.788,0,0,0,1.600,35671875.606,500751522.902,0,0,494228,358117,0.770,0.620,0.610
1694180817,16650620,14245664,28936,1064344,6.514,1.925,91.528,0,0,0,0,38086313.429,507182469.348,0,0,482168,371925,0.870,0.640,0.620
1694180822,16651156,14245128,28936,1064344,7.125,2.188,90.463,0,0.013,0,13.600,53305412.350,518829645.493,0,0,552545,431270,0.880,0.650,0.620
1694180827,16652868,14243412,28936,1064348,6.549,2.000,91.572,0,0,0,0,37754440.556,492415921.891,0,0,495611,371675,0.810,0.640,0.620
1694180832,16653104,14243176,28936,1064348,6.137,1.762,91.737,0,0,0,0,38731384.689,498204683.418,0,0,495813,373850,0.750,0.630,0.610
1694180837,16652608,14243664,28944,1064348,6.013,1.963,91.675,0.013,0,0,14.400,37638264.770,491781904.458,0,0,483548,371601,0.770,0.630,0.620
1694180842,16653056,14243216,28944,1064348,7.069,2.177,90.261,0,0.013,0,5.605,53266114.473,512377123.976,0,0,511543,436779,0.790,0.640,0.620
1694180847,16654012,14242204,28944,1064404,0.212,0.037,99.630,0,0,0,0.799,762533.403,16813658.475,0,0,15730,11408,0.720,0.630,0.610
1694180852,16654580,14241636,28944,1064404,0.038,0.013,99.963,0,0.013,0,0,1432.004,1552.805,0,0,1563,2431,0.660,0.620,0.610
1694180857,16655056,14241148,28944,1064416,0.188,0.025,99.725,0,0,0,0,16237.010,10918.607,0,0,2757,3818,0.610,0.610,0.610
1694180862,396584,30499652,28944,1064384,0.100,0.587,99.275,0,0,0,5.600,444.798,459.198,0,0,3686,2926,0.560,0.600,0.600
1694180867,395372,30500848,28952,1064392,0,0,100.001,0,0,0,13.600,0,0,0,0,347,576,0.520,0.590,0.600
1694180872,395372,30500848,28952,1064392,0,0,99.975,0,0,0,0,0,0,0,0,263,452,0.470,0.580,0.600
1694180877,395372,30500848,28952,1064392,0.012,0,99.987,0,0,0,0,74.600,74.600,0,0,328,512,0.440,0.570,0.590
1694180882,395372,30500848,28952,1064392,0,0,100.000,0,0,0,13.600,0,0,0,0,304,476,0.400,0.560,0.590
1694180887,395364,30500856,28952,1064392,0,0,99.974,0,0,0,1.600,74.599,74.599,0,0,392,638,0.370,0.550,0.590
1694180892,395364,30500856,28952,1064392,0,0,100.001,0,0,0,4.000,0,0,0,0,288,468,0.340,0.540,0.580
1694180897,395320,30500888,28960,1064396,0.012,0,99.975,0,0.012,0,21.600,74.600,74.600,0,0,363,558,0.310,0.530,0.580
1694180902,395320,30500888,28960,1064396,0,0,99.988,0,0,0,0,0,0,0,0,283,482,0.290,0.520,0.580
1694180907,395320,30500888,28960,1064396,0.013,0,99.963,0,0,0,0,64.200,64.200,0,0,490,775,0.260,0.510,0.570
1694180912,395752,30500416,28960,1064436,0.013,0,100.000,0,0,0,0,0,0,0,0,345,530,0.240,0.500,0.570
1694180917,395752,30500416,28960,1064436,0.012,0.012,99.949,0,0,0,0.800,72.599,72.599,0,0,861,1359,0.220,0.490,0.570
1694180922,395752,30500416,28960,1064436,0,0,99.976,0,0,0,0,0,0,0,0,270,466,0.200,0.490,0.560
1694180927,395752,30500416,28968,1064428,0,0,100.000,0,0,0,11.200,64.200,64.200,0,0,347,542,0.190,0.480,0.560
1694180932,395740,30500416,28968,1064440,0.013,0.013,99.988,0,0,0,0,0,0,0,0,257,465,0.170,0.470,0.560
1694180937,395740,30500416,28968,1064440,0,0,99.975,0,0,0,0,64.200,64.200,0,0,297,502,0.160,0.460,0.550
1694180942,395740,30500416,28968,1064440,0,0,99.988,0,0,0,8.800,0,0,0,0,262,446,0.150,0.450,0.550
1694180947,395732,30500416,28968,1064448,0.012,0,99.987,0,0,0,0,64.200,64.200,0,0,373,574,0.130,0.450,0.550
1694180952,395732,30500416,28976,1064440,0,0,100.001,0,0,0,12.000,0,0,0,0,291,468,0.120,0.440,0.540
1694180957,398756,30497392,28976,1064440,0,0.012,99.987,0,0,0,12.000,64.200,64.200,0,0,325,504,0.110,0.430,0.540
1694180962,395480,30500668,28976,1064440,0,0,100.000,0,0,0,0,0,0,0,0,271,444,0.100,0.420,0.540
