"pcp-dstat 5.0.3 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ip-10-0-77-24",,,,"User:","ubuntu"
"Cmdline:","dstat --epoch -m --all -l --noheaders --nocolor --output hazelcast-simulator/workers/006d803341a234a38621ab612e77220c1a0e03ac/A1_dstat.csv 5",,,,"Date:","08 Sep 2023 13:44:27 UTC"
"epoch","memory usage",,,,"total usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"load avg",,
"epoch","used","free","buf","cach","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","dsk/total:read","dsk/total:writ","net/total:recv","net/total:send","in","out","int","csw","1m","5m","15m"
1694180667,390700,30506952,28980,1063708,,,,,,,,0.050,0.400,0.500
1694180672,397528,30532408,28980,1031976,0.674,0.175,99.035,0,0,0,95.101,220595.155,9833.798,0,0,5049,3832,0.050,0.390,0.500
1694180677,396668,30527916,28980,1037328,0.025,0.050,99.876,0,0.025,0,839.205,1099396.236,26575.770,0,0,8782,6374,0.040,0.390,0.490
1694180682,396396,30523632,28992,1041872,0.013,0.013,99.913,0,0.013,0,29.600,969134.144,23249.242,0,0,7247,4979,0.040,0.380,0.490
1694180687,396392,30519536,28992,1045876,0.025,0.025,99.925,0,0,0,0,859589.677,20932.529,0,0,6543,4535,0.040,0.370,0.490
1694180692,396352,30516612,28992,1048764,0.338,0.113,99.525,0.013,0,0,2525.605,627983.330,16654.630,0,0,5486,4257,0.030,0.370,0.480
1694180697,395956,30510904,28992,1054716,0.063,0.038,99.863,0,0,0,0,1274090.093,30753.855,0,0,6851,6141,0.030,0.360,0.480
1694180702,395300,30502660,28992,1063364,0.412,0.100,99.437,0,0,0,0,1847952.535,45778.099,0,0,10705,9370,0.030,0.350,0.480
1694180707,1056724,29840740,28992,1063840,5.450,0.612,93.887,0,0,0,0,82986.552,6028.367,0,0,30440,50369,0.030,0.350,0.480
1694180712,1050444,29847008,28996,1063848,0.013,0,99.875,0.013,0.013,0,3538.415,555.602,880.004,0,0,2179,3150,0.020,0.340,0.470
1694180717,1073072,29824356,29004,1063864,1.038,0.113,98.700,0,0,0,24.000,162196.065,44485.618,0,0,14656,20956,0.020,0.340,0.470
1694180722,1083360,29814076,29004,1063872,0.300,0.025,99.650,0,0.012,0,0,12657.397,4955.599,0,0,2256,3200,0.020,0.330,0.470
1694180727,1865488,29031904,29004,1063916,5.965,1.801,91.949,0,0,0,0,62813509.780,9975292.687,0,0,241959,258829,0.020,0.330,0.460
1694180732,2323844,28573548,29004,1063916,3.500,1.775,94.350,0,0.013,0,0,266824150.578,13235813.566,0,0,364611,318863,0.020,0.320,0.460
1694180737,2793284,28104104,29004,1063920,3.738,1.600,94.201,0,0.025,0,0,306802088.931,9512311.166,0,0,380655,319883,0.010,0.310,0.460
1694180742,4822152,26075220,29004,1063936,3.500,2.862,93.075,0,0,0,6.400,210777595.489,18474327.210,0,0,389400,365798,0.010,0.310,0.450
1694180747,8893932,22003428,29012,1063940,3.998,3.711,92.012,0,0.012,0,46.381,406487148.218,8108559.478,0,0,410966,283511,0.250,0.350,0.470
1694180752,9854112,21043228,29012,1063960,2.587,1.987,95.387,0,0,0,0,86257676.866,12426462.524,0,0,288532,297462,0.230,0.350,0.470
1694180757,12503124,18394204,29012,1063972,4.039,3.501,92.638,0,0,0,9.604,253490807.420,18619118.181,0,0,411622,370563,0.210,0.340,0.460
1694180762,13558772,17338556,29012,1063972,2.575,2.175,94.975,0,0,0,0,93276094.564,16031269.837,0,0,318403,333454,0.360,0.370,0.470
1694180767,15421520,15475800,29012,1063980,2.825,2.475,94.314,0,0.013,0,0,177460834.681,13283771.484,0,0,325740,311359,0.490,0.400,0.480
1694180772,16430664,14466632,29012,1064004,4.463,2.663,92.600,0,0,0,5.600,348828839.784,19308928.712,0,0,500435,444023,0.610,0.420,0.490
1694180777,16448096,14449192,29020,1064004,2.000,1.525,96.074,0,0,0,11.200,75494589.054,13417612.224,0,0,295962,315512,0.640,0.430,0.490
1694180782,16448836,14448452,29020,1064004,2.162,1.374,96.060,0,0,0,12.795,70964844.056,13869537.446,0,0,306210,327183,0.590,0.430,0.490
1694180787,16471956,14425288,29020,1064048,1.988,1.475,96.163,0,0,0,4.800,70273593.400,13561392.800,0,0,297006,316996,0.540,0.420,0.480
1694180792,16483912,14413332,29020,1064048,2.137,1.512,96.187,0,0.012,0,0,80650830.622,13011985.083,0,0,302086,318959,0.500,0.410,0.480
1694180797,16495828,14401416,29020,1064048,2.138,1.301,96.140,0,0.038,0,0,70087163.538,13400639.505,0,0,296215,316179,0.620,0.440,0.490
1694180802,16514136,14383104,29020,1064052,3.324,1.799,94.824,0,0,0,0,247047860.132,13142837.694,0,0,396828,366718,0.650,0.450,0.490
1694180807,16542736,14354472,29028,1064076,3.414,1.888,94.351,0.013,0,0,15.206,312050311.477,13352240.762,0,0,452047,390893,0.760,0.470,0.500
1694180812,16593568,14303640,29028,1064076,3.213,1.513,94.938,0,0,0,7.200,241356655.241,12549110.726,0,0,368997,349287,0.700,0.470,0.500
1694180817,16593668,14303520,29028,1064096,2.288,1.475,95.913,0,0.013,0,1.600,104021609.151,13306901.548,0,0,311030,325955,0.640,0.460,0.500
1694180822,16612868,14284320,29028,1064096,3.137,1.912,94.436,0,0,0,8.800,241857949.042,18573082.341,0,0,409942,413249,0.750,0.480,0.500
1694180827,16612788,14284384,29028,1064112,2.049,1.387,95.886,0,0.012,0,0,115373071.563,13254953.426,0,0,312111,329678,0.690,0.470,0.500
1694180832,16613568,14283604,29028,1064112,1.826,1.426,96.328,0,0.013,0,3.201,68129313.177,13521980.711,0,0,280932,313559,0.790,0.500,0.510
1694180837,16614068,14283092,29036,1064116,1.875,1.462,96.400,0,0,0,16.000,66532914.641,13161205.310,0,0,287820,314086,0.730,0.490,0.510
1694180842,16613804,14283352,29040,1064116,2.600,1.838,95.313,0,0.025,0,11.200,105525257.986,18505211.518,0,0,362190,386166,1.070,0.570,0.530
1694180847,16614060,14283040,29040,1064168,0.037,0.025,99.871,0,0,0,0,1034488.184,245472.193,0,0,7574,8803,0.990,0.560,0.530
1694180852,16614656,14282440,29040,1064172,0.038,0.013,99.913,0,0,0,0.800,1498.404,862.602,0,0,1456,2297,0.910,0.550,0.520
1694180857,16615644,14281440,29040,1064184,0.137,0.025,99.787,0,0.037,0,0,21980.569,12478.383,0,0,3043,4152,0.830,0.540,0.520
1694180862,392992,30504124,29040,1064152,0.088,0.613,99.300,0,0,0,0,351.201,435.201,0,0,3689,3368,0.770,0.530,0.520
1694180867,392968,30504132,29052,1064156,0.013,0,99.939,0,0,0,16.000,0,0,0,0,310,485,0.710,0.520,0.520
1694180872,392968,30504132,29052,1064156,0.012,0,99.987,0,0,0,16.000,0,0,0,0,304,501,0.650,0.510,0.510
1694180877,392964,30504132,29052,1064160,0,0,99.988,0,0,0,0,64.200,64.200,0,0,337,550,0.600,0.500,0.510
1694180882,392932,30504164,29052,1064160,0,0,99.987,0,0,0,12.800,0,0,0,0,304,496,0.550,0.490,0.510
1694180887,392932,30504164,29052,1064160,0.013,0,100.000,0,0.013,0,0.800,64.200,64.200,0,0,320,529,0.500,0.490,0.500
1694180892,392932,30504164,29052,1064160,0,0,99.974,0,0,0,0,0,0,0,0,303,529,0.460,0.480,0.500
1694180897,392956,30504132,29060,1064160,0.013,0,99.988,0,0,0,12.000,64.200,64.200,0,0,362,570,0.430,0.470,0.500
