"pcp-dstat 5.0.3 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ip-10-0-77-231",,,,"User:","ubuntu"
"Cmdline:","dstat --epoch -m --all -l --noheaders --nocolor --output hazelcast-simulator/workers/838be0c960259585130c6449c088d40d622d273c/A6_dstat.csv 5",,,,"Date:","08 Sep 2023 13:49:42 UTC"
"epoch","memory usage",,,,"total usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"load avg",,
"epoch","used","free","buf","cach","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","dsk/total:read","dsk/total:writ","net/total:recv","net/total:send","in","out","int","csw","1m","5m","15m"
1694180982,388484,30510888,29116,1063320,,,,,,,,0.060,0.020,0
1694180987,395068,30536196,29116,1031976,0.662,0.262,99.069,0,0.012,0,0,311509.237,10754.231,0,0,4877,3731,0.060,0.010,0
1694180992,394324,30533456,29116,1035460,0.037,0.012,99.899,0.012,0,0,439.997,731731.424,18325.475,0,0,4508,3858,0.050,0.010,0
1694180997,394592,30528164,29128,1040472,0.075,0.037,99.906,0,0,0,27.998,1076393.729,26277.387,0,0,5998,5377,0.050,0.010,0
1694181002,393624,30523508,29128,1046024,0.425,0.125,99.461,0,0,0,2020.771,1193229.817,29661.973,0,0,7954,6607,0.040,0.010,0
1694181007,394516,30518996,29128,1049576,0.013,0.025,99.913,0,0,0,0,779110.342,17703.717,0,0,4080,3608,0.040,0.010,0
1694181012,394596,30512728,29128,1055764,0.037,0.012,99.862,0,0,0,0,1351588.167,29769.346,0,0,6920,6034,0.040,0.010,0
1694181017,394120,30506288,29128,1062680,0.075,0.038,99.863,0,0,0,0,1498736.994,33004.145,0,0,8129,6563,0.030,0.010,0
1694181022,391196,30508128,29128,1063396,0.312,0.137,99.512,0.012,0.012,0,4379.161,78457.294,3135.572,0,0,3032,2890,0.030,0.010,0
1694181027,391196,30508128,29136,1063388,0,0.013,99.888,0.100,0,0,18.400,25.200,25.200,0,0,318,471,0.030,0.010,0
1694181032,391196,30508128,29136,1063388,0,0.012,99.987,0,0,0,0,64.200,64.200,0,0,423,649,0.020,0.010,0
1694181037,391724,30507600,29136,1063388,0.075,0,99.912,0,0,0,0,361.197,365.197,0,0,723,1189,0.020,0.010,0
1694181042,391700,30507624,29136,1063388,0.013,0,99.975,0,0,0,0,0,0,0,0,431,692,0.020,0.010,0
1694181047,391700,30507624,29136,1063388,0,0,99.989,0,0,0,0,8.400,8.400,0,0,287,450,0.020,0.010,0
1694181052,392212,30506864,29136,1063408,0.025,0,99.986,0,0,0,7.200,64.199,64.199,0,0,394,600,0.020,0.010,0
1694181057,392212,30506864,29136,1063408,0,0,99.989,0,0,0,0.800,0,0,0,0,298,469,0.020,0.010,0
1694181062,392204,30506864,29144,1063408,0,0,99.937,0,0.012,0,22.400,182.198,132.199,0,0,436,619,0.010,0.010,0
1694181067,392204,30506864,29144,1063408,0.013,0,100.000,0,0,0,0,0,0,0,0,363,555,0.010,0.010,0
1694181072,392204,30506864,29144,1063408,0.025,0,99.987,0,0,0,0,64.200,64.200,0,0,370,570,0.010,0.010,0
1694181077,392204,30506864,29144,1063408,0,0.013,99.988,0,0,0,0,0,0,0,0,359,508,0.010,0.010,0
1694181082,392204,30506864,29144,1063408,0.012,0,99.999,0,0.012,0,2.400,64.200,64.200,0,0,347,534,0.010,0.010,0
1694181087,392204,30506864,29144,1063408,0.013,0,100.001,0,0,0,4.000,0,0,0,0,276,456,0.010,0,0
1694181092,392204,30506864,29152,1063400,0.012,0.012,99.961,0,0,0,8.000,64.199,64.199,0,0,349,524,0.010,0,0
1694181097,392204,30506864,29152,1063400,0,0,100.001,0,0.013,0,0,0,0,0,0,276,451,0.010,0,0
1694181102,392572,30506440,29152,1063456,0.050,0,99.973,0,0,0,0,72.599,72.599,0,0,805,1315,0.010,0,0
1694181107,392572,30506440,29152,1063456,0.013,0.013,100.001,0,0,0,8.800,0,0,0,0,300,479,0,0,0
1694181112,392572,30506440,29152,1063456,0,0,99.974,0,0,0,3.200,74.599,74.599,0,0,363,566,0,0,0
1694181117,392568,30506440,29152,1063460,0,0,99.989,0,0,0,0,0,0,0,0,288,467,0,0,0
1694181122,392568,30506440,29160,1063452,0,0,99.986,0,0,0,11.200,74.599,74.599,0,0,323,497,0,0,0
1694181127,392568,30506440,29160,1063452,0,0.013,100.002,0,0,0,0.800,0,0,0,0,285,450,0,0,0
1694181132,392564,30506440,29160,1063456,0.012,0,99.949,0,0,0,0,74.599,74.599,0,0,365,555,0,0,0
1694181137,392716,30506220,29160,1063520,0,0,100.000,0,0,0,0,0,0,0,0,355,544,0,0,0
1694181142,392716,30506220,29160,1063520,0,0,100.000,0,0.013,0,2.400,74.600,74.600,0,0,320,486,0,0,0
1694181147,392716,30506220,29160,1063520,0,0,99.988,0,0,0,0,0,0,0,0,269,455,0,0,0
1694181152,392712,30506220,29172,1063512,0,0.012,99.961,0,0,0,29.599,64.199,64.199,0,0,387,554,0,0,0
1694181157,392712,30506220,29172,1063512,0.013,0,100.002,0,0,0,0,8.400,8.400,0,0,286,458,0,0,0
1694181162,392668,30506252,29172,1063524,0.075,0.012,99.973,0,0,0,0,64.199,64.199,0,0,503,795,0,0,0
1694181167,392668,30506252,29172,1063524,0.037,0,99.962,0,0,0,0,331.999,318.199,0,0,455,726,0,0,0
1694181172,392668,30506252,29172,1063524,0.013,0,99.989,0,0,0,0,0,0,0,0,325,514,0,0,0
1694181177,392728,30506180,29172,1063536,0,0.013,99.975,0,0,0,0,0,0,0,0,302,501,0,0,0
1694181182,392728,30506180,29180,1063528,0,0,99.999,0,0.012,0,8.800,64.199,64.199,0,0,330,506,0,0,0
1694181187,392728,30506180,29180,1063528,0,0,99.975,0,0,0,3.200,0,0,0,0,315,536,0,0,0
1694181192,392728,30506180,29180,1063528,0,0,100.001,0,0,0,0,64.200,64.200,0,0,348,534,0,0,0
1694181197,392648,30506212,29180,1063576,0.012,0,99.975,0,0,0,4.800,0,0,0,0,392,570,0,0,0
1694181202,392648,30506212,29180,1063576,0.013,0.013,99.975,0,0,0,0,64.200,64.200,0,0,300,486,0,0,0
1694181207,392648,30506212,29180,1063576,0,0.013,100.000,0,0,0,0,0,0,0,0,265,453,0,0,0
1694181212,392648,30506212,29188,1063568,0,0,99.999,0,0,0,8.000,64.199,64.199,0,0,336,526,0,0,0
1694181217,392648,30506212,29188,1063568,0,0,100.001,0,0,0,9.600,8.400,8.400,0,0,322,499,0,0,0
1694181222,392648,30506212,29188,1063568,0.025,0.025,99.936,0,0,0,0.800,64.199,64.199,0,0,634,950,0,0,0
1694181227,392632,30506212,29188,1063584,0,0,99.989,0,0.013,0,0,0,0,0,0,353,502,0,0,0
1694181232,392632,30506212,29188,1063584,0.038,0,99.988,0,0.013,0,8.800,64.200,64.200,0,0,360,537,0,0,0
1694181237,392628,30506212,29188,1063588,0,0,100.001,0,0,0,4.000,0,0,0,0,320,502,0,0,0
1694181242,392628,30506212,29196,1063580,0,0.012,99.962,0,0,0,8.000,64.199,64.199,0,0,334,567,0,0,0
1694181247,392620,30506212,29196,1063588,0,0,100.001,0,0,0,2.400,0,0,0,0,297,506,0,0,0
1694181252,392620,30506212,29196,1063588,0,0.012,99.987,0,0,0,0,64.200,64.200,0,0,309,517,0,0,0
1694181257,392548,30506244,29196,1063628,0.012,0,99.975,0,0,0,0.800,0,0,0,0,333,504,0,0,0
1694181262,392576,30506212,29196,1063632,0.012,0,99.999,0,0,0,0,64.200,64.200,0,0,302,506,0,0,0
1694181267,392576,30506212,29204,1063624,0,0,100.001,0,0,0,7.200,0,0,0,0,307,486,0,0,0
1694181272,392576,30506212,29204,1063624,0.012,0.025,99.974,0,0,0,8.000,72.599,72.599,0,0,342,523,0,0,0
1694181277,392576,30506212,29204,1063624,0,0,99.989,0,0.013,0,1.600,0,0,0,0,285,460,0,0,0
