"pcp-dstat 5.0.3 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ip-10-0-77-24",,,,"User:","ubuntu"
"Cmdline:","dstat --epoch -m --all -l --noheaders --nocolor --output hazelcast-simulator/workers/838be0c960259585130c6449c088d40d622d273c/A1_dstat.csv 5",,,,"Date:","08 Sep 2023 13:49:42 UTC"
"epoch","memory usage",,,,"total usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"load avg",,
"epoch","used","free","buf","cach","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","dsk/total:read","dsk/total:writ","net/total:recv","net/total:send","in","out","int","csw","1m","5m","15m"
1694180982,379980,30517224,29092,1064012,,,,,,,,0.100,0.350,0.450
1694180987,385280,30544416,29092,1032096,0.699,0.200,99.047,0,0,0,164.630,133663.259,6025.364,0,0,4585,3735,0.090,0.340,0.450
1694180992,386284,30538132,29092,1037376,0.013,0.038,99.889,0,0,0,1128.014,1202132.187,27391.151,0,0,8475,5730,0.080,0.340,0.440
1694180997,386360,30532336,29104,1043072,0.038,0.038,99.913,0,0,0,28.800,1165492.132,25598.020,0,0,7929,5441,0.080,0.330,0.440
1694181002,385692,30529184,29104,1046792,0.362,0.150,99.448,0.012,0.012,0,2025.559,782780.588,19083.215,0,0,7489,5492,0.070,0.330,0.440
1694181007,386636,30522332,29104,1052552,0.013,0.038,99.915,0,0,0,0,1238517.418,28120.568,0,0,8690,5789,0.070,0.320,0.440
1694181012,386292,30515452,29104,1059596,0.075,0.012,99.849,0,0.012,0,0,1521518.994,33823.320,0,0,10461,7030,0.060,0.310,0.430
1694181017,383136,30514060,29104,1064024,0.350,0.138,99.463,0,0,0,0,931019.903,21743.430,0,0,8416,6106,0.060,0.310,0.430
1694181022,1054312,29842768,29104,1064140,5.863,0.738,93.225,0,0,0,0,5728.201,3879.601,0,0,33483,57137,0.050,0.300,0.430
1694181027,1057580,29839460,29112,1064168,0.100,0.013,99.887,0,0,0,3640.800,524.400,928,0,0,1977,2823,0.050,0.300,0.430
1694181032,1078472,29818540,29112,1064196,1.012,0.137,98.800,0,0,0,0,156449.181,42943.540,0,0,13847,19765,0.040,0.290,0.420
1694181037,1085244,29811756,29112,1064208,0.212,0.025,99.712,0,0.025,0,0,9810.588,4355.195,0,0,1906,2788,0.040,0.290,0.420
1694181042,1833144,29063848,29112,1064216,5.300,1.200,93.299,0,0.012,0,0,64854850.803,10152359.097,0,0,157068,169051,0.040,0.280,0.420
1694181047,2330836,28566156,29112,1064216,3.738,1.550,94.651,0,0,0,0,300314120.016,13435600.182,0,0,306365,268120,0.030,0.280,0.420
1694181052,2341396,28555592,29112,1064220,2.100,0.750,96.763,0,0,0,0,141566325.878,8900327.282,0,0,190061,186796,0.030,0.270,0.410
1694181057,2377704,28519284,29112,1064220,1.001,0.588,98.065,0,0,0,6.404,75963635.210,6338133.326,0,0,125732,132872,0.030,0.270,0.410
1694181062,2395072,28501904,29120,1064224,2.950,1.150,95.125,0,0.012,0,36.000,399950299.749,8926709.020,0,0,352160,283899,0.020,0.260,0.410
1694181067,5568748,25328208,29120,1064244,3.388,3.025,92.875,0,0.013,0,12.000,418013467.816,11740410.488,0,0,378862,284155,0.020,0.260,0.410
1694181072,5628972,25267968,29120,1064260,3.475,1.125,94.675,0,0.013,0,0,277733435.920,15104864.189,0,0,327512,297698,0.020,0.260,0.410
1694181077,8257300,22639640,29120,1064260,3.062,2.662,94.037,0,0,0,0,327998872.401,13116595.907,0,0,336328,258607,0.100,0.270,0.410
1694181082,11037324,19859592,29120,1064284,4.150,3.050,92.662,0,0,0,0,443996759.808,13025034.135,0,0,428032,311535,0.090,0.260,0.410
1694181087,11039916,19856948,29120,1064336,2.250,1.113,96.538,0,0.013,0,5.600,125457416.144,15961705.570,0,0,235006,242127,0.080,0.260,0.400
1694181092,11066176,19830664,29128,1064352,3.623,1.611,94.536,0,0,0,11.992,369351620.531,16362614.275,0,0,408135,329929,0.160,0.270,0.410
1694181097,11078240,19818600,29128,1064352,1.751,0.938,97.165,0,0.025,0,0.801,116300495.073,12516736.944,0,0,195238,204358,0.220,0.280,0.410
1694181102,14388496,16508320,29128,1064376,3.687,2.962,92.862,0,0,0,20.800,427867744.959,14003986.195,0,0,399685,297369,0.530,0.350,0.430
1694181107,16605572,14291224,29128,1064396,3.675,2.463,93.476,0,0.013,0,0,436391859.673,13644599.739,0,0,399423,316015,0.650,0.370,0.440
1694181112,16606312,14290468,29128,1064412,2.363,1.050,96.325,0,0,0,0,212827292.220,12273667.402,0,0,267048,262805,0.590,0.370,0.440
1694181117,16606316,14290460,29128,1064416,2.975,1.162,95.824,0,0,0,14.400,260304482.034,13953753.268,0,0,320773,270841,0.710,0.390,0.450
1694181122,16632452,14264292,29136,1064440,4.288,1.488,93.850,0,0.013,0,15.200,441937152.711,19723112.326,0,0,457160,367416,0.730,0.400,0.450
1694181127,16632868,14263876,29136,1064440,2.912,1.100,95.625,0,0,0,0,238545931.798,15917211.564,0,0,320701,285818,0.670,0.400,0.450
1694181132,16646100,14250616,29136,1064468,3.900,1.313,94.113,0,0,0,6.400,458507392.630,13469195.877,0,0,467139,353080,0.620,0.390,0.440
1694181137,16644784,14251920,29136,1064480,1.875,1.138,96.275,0,0,0,22.400,195460788.027,12698825.475,0,0,284619,259007,0.650,0.400,0.450
1694181142,16645948,14250756,29136,1064480,1.325,0.987,97.337,0,0,0,0,63455277.722,13456620.912,0,0,191725,210935,0.760,0.430,0.460
1694181147,16646136,14250516,29136,1064532,2.575,1.337,95.812,0,0,0,5.600,194570781.090,21269806.057,0,0,315115,299569,0.700,0.420,0.450
1694181152,16646832,14249788,29148,1064552,3.125,1.288,94.214,0,0.013,0,10.400,473578302.696,15140371.965,0,0,460990,367595,0.720,0.430,0.460
1694181157,16645412,14251180,29148,1064580,3.562,1.600,94.011,0,0.025,0,0,436499845.603,19951440.035,0,0,462720,379335,0.660,0.420,0.450
1694181162,16646996,14249592,29148,1064584,0.100,0.025,99.909,0,0,0,3.198,985682.586,213187.834,0,0,4400,5300,0.610,0.420,0.450
1694181167,16646596,14249984,29148,1064592,0.050,0.025,99.937,0,0,0,11.200,1605.600,953.400,0,0,1563,2516,0.560,0.410,0.450
1694181172,391440,30505156,29148,1064576,0.350,0.625,98.925,0,0,0,0,43649.817,33929.257,0,0,9264,11115,0.600,0.420,0.450
1694181177,391468,30505124,29148,1064580,0.013,0.025,99.963,0,0.013,0,16.800,175.202,237.202,0,0,386,620,0.550,0.410,0.450
1694181182,391456,30505124,29160,1064580,0.012,0,99.987,0,0,0,23.200,0,0,0,0,310,509,0.500,0.400,0.450
1694181187,391456,30505124,29160,1064580,0,0,100.001,0,0,0,0,0,0,0,0,284,474,0.460,0.400,0.440
1694181192,391476,30505100,29160,1064584,0.012,0,99.960,0,0,0,0,64.199,64.199,0,0,393,609,0.430,0.390,0.440
1694181197,391444,30505132,29160,1064584,0.013,0.013,100.002,0,0,0,8.000,8.400,8.400,0,0,334,558,0.390,0.380,0.440
1694181202,391444,30505132,29160,1064584,0,0,99.999,0,0,0,0.800,64.199,64.199,0,0,330,540,0.360,0.380,0.440
1694181207,391656,30504880,29160,1064620,0.013,0.013,100.000,0,0,0,3.200,0,0,0,0,339,524,0.330,0.370,0.430
1694181212,391640,30504880,29172,1064624,0.012,0,99.987,0,0.012,0,10.400,64.200,64.200,0,0,326,513,0.300,0.360,0.430
1694181217,391640,30504880,29172,1064624,0.025,0,99.976,0,0.038,0,0,0,0,0,0,316,525,0.280,0.360,0.430
1694181222,391604,30504912,29172,1064628,0.025,0,99.973,0,0,0,0,64.199,64.199,0,0,460,733,0.260,0.350,0.430
1694181227,391588,30504928,29172,1064628,0,0.025,99.963,0,0,0,0,0,0,0,0,493,744,0.240,0.350,0.430
1694181232,391588,30504928,29172,1064628,0,0,99.988,0,0,0,0,64.200,64.200,0,0,336,551,0.220,0.340,0.420
1694181237,391588,30504928,29172,1064628,0,0.013,100.001,0,0,0,4.000,0,0,0,0,313,506,0.200,0.330,0.420
1694181242,391612,30504896,29180,1064628,0.025,0,99.985,0,0.012,0,19.200,64.198,64.198,0,0,341,532,0.180,0.330,0.420
1694181247,391612,30504896,29180,1064628,0.013,0.013,99.977,0,0.013,0,6.400,0,0,0,0,290,476,0.170,0.320,0.420
1694181252,391604,30504896,29180,1064636,0,0,99.986,0,0,0,0,72.599,72.599,0,0,319,523,0.150,0.320,0.410
1694181257,391604,30504896,29180,1064636,0,0,99.964,0,0,0,0,0,0,0,0,282,505,0.140,0.310,0.410
1694181262,394628,30501872,29180,1064636,0.025,0,99.986,0,0,0,0,64.199,64.199,0,0,298,514,0.130,0.310,0.410
1694181267,391812,30504644,29188,1064672,0,0.013,99.975,0,0,0,8.800,0,0,0,0,362,554,0.120,0.300,0.410
1694181272,391776,30504676,29188,1064676,0.012,0.012,99.999,0,0,0,3.200,64.199,64.199,0,0,298,504,0.110,0.300,0.400
1694181277,391776,30504676,29188,1064676,0,0,99.989,0,0.025,0,4.000,0,0,0,0,286,494,0.100,0.290,0.400
