"pcp-dstat 5.0.3 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ip-10-0-77-166",,,,"User:","ubuntu"
"Cmdline:","dstat --epoch -m --all -l --noheaders --nocolor --output hazelcast-simulator/workers/62a5bedb95453f686dbd816ccdd93a5ed5ffb25e/A4_dstat.csv 5",,,,"Date:","08 Sep 2023 13:39:13 UTC"
"epoch","memory usage",,,,"total usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"load avg",,
"epoch","used","free","buf","cach","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","dsk/total:read","dsk/total:writ","net/total:recv","net/total:send","in","out","int","csw","1m","5m","15m"
1694180353,386808,30278852,28984,1065788,,,,,,,,0.240,0.580,0.420
1694180358,390548,30307504,28984,1033844,0.662,0.225,99.023,0,0.012,0,127.868,115609.706,5739.268,0,0,4335,3691,0.220,0.570,0.420
1694180363,391264,30301732,28984,1038900,0.063,0.025,99.901,0,0,0,749.793,1085781.663,24647.939,0,0,5835,5206,0.200,0.560,0.420
1694180368,390996,30296676,28996,1044212,0.050,0.025,99.925,0,0,0,30.392,1140148.402,25313.970,0,0,6048,5407,0.180,0.560,0.410
1694180373,391860,30291492,28996,1048444,0.425,0.125,99.438,0,0.013,0,1994.403,899624.239,21048.034,0,0,6373,5605,0.170,0.550,0.410
1694180378,392740,30286972,28996,1051996,0.013,0.025,99.926,0,0,0,0,773603.970,17746.928,0,0,5624,3927,0.160,0.540,0.410
1694180383,392672,30282012,28996,1056896,0.037,0.050,99.912,0,0,0,0,1046985.158,23946.775,0,0,7719,5331,0.140,0.530,0.410
1694180388,392368,30273932,28996,1065056,0.025,0.038,99.863,0,0,0,3048.015,1753222.015,39392.589,0,0,12848,8920,0.130,0.520,0.400
1694180393,389740,30275740,28996,1065840,0.300,0.150,99.549,0,0,0,0,160452.652,5065.157,0,0,3187,2831,0.120,0.510,0.400
1694180398,389724,30275748,29004,1065840,0,0,99.978,0,0.025,0,15.200,25.201,25.201,0,0,341,499,0.110,0.500,0.400
1694180403,469784,30195596,29004,1065932,0.137,0.062,99.760,0,0,0,0,3924.696,2145.143,0,0,1100,1478,0.100,0.490,0.400
1694180408,1492152,29173164,29004,1065996,6.725,0.863,92.325,0,0,0,1108.802,3796.008,7046.216,0,0,32877,55784,0.090,0.480,0.390
1694180413,1753940,28911344,29004,1066028,5.764,2.401,91.697,0,0.013,0,0,1131376.357,27012355.168,0,0,396076,520573,0.170,0.490,0.400
1694180418,2019620,28645612,29004,1066080,2.350,2.350,94.962,0,0,0,0,1209380.149,28016780.580,0,0,421229,552280,0.150,0.480,0.390
1694180423,2304812,28360404,29004,1066096,2.387,2.475,94.487,0,0,0,0,1375808.247,30059341.586,0,0,477483,630379,0.300,0.510,0.400
1694180428,2570520,28094684,29004,1066108,2.363,2.200,94.788,0,0,0,0,1249926.800,28503358.621,0,0,435469,573274,0.440,0.530,0.410
1694180433,2621004,28044168,29016,1066128,3.187,2.875,93.525,0,0,0,22.400,1561093.766,40131219.511,0,0,534906,698782,0.640,0.580,0.430
1694180438,2627188,28037976,29016,1066136,2.638,2.088,94.850,0,0.013,0,16.800,1276319.153,32008715.617,0,0,440239,573285,0.590,0.570,0.420
1694180443,2633808,28031340,29016,1066152,2.575,2.313,94.950,0,0,0,16.000,1220267.285,30579620.475,0,0,422690,552921,0.540,0.560,0.420
1694180448,2668188,27996944,29016,1066168,3.662,3.137,93.077,0,0,0,9.598,1785101.667,43260920.483,0,0,599168,787989,0.500,0.550,0.420
1694180453,2669088,27996028,29016,1066184,2.226,2.376,95.124,0,0,0,0,1237800.488,31339735.274,0,0,427531,559103,0.460,0.540,0.420
1694180458,2669764,27995336,29016,1066200,3.212,3.225,93.324,0,0,0,0,1729208.208,43867627.159,0,0,577144,757119,0.420,0.530,0.410
1694180463,2770040,27895040,29024,1066212,3.013,2.975,93.613,0,0.013,0,9.600,1619771.651,39828459.811,0,0,547361,714229,0.470,0.540,0.420
1694180468,2770768,27894292,29024,1066232,2.650,2.525,94.713,0,0,0,18.400,1348304.966,33985278.568,0,0,464239,603866,0.430,0.530,0.420
1694180473,2773000,27892048,29024,1066244,2.550,2.362,94.812,0,0,0,5.600,1312983.337,32660274.468,0,0,446315,585206,0.480,0.540,0.420
1694180478,2773084,27891916,29024,1066292,1.975,2.012,95.773,0,0,0,10.400,1063430.058,26232916.608,0,0,370288,485952,0.520,0.540,0.420
1694180483,2940856,27724124,29024,1066312,2.988,2.875,93.452,0,0,0,16.000,1646645.414,41738559.091,0,0,557006,725154,0.480,0.530,0.420
1694180488,3218972,27445980,29024,1066340,2.337,2.612,94.674,0,0.025,0,0,1308829.738,33042229.417,0,0,449890,587707,0.440,0.520,0.420
1694180493,3533712,27131220,29032,1066352,2.300,2.413,94.501,0,0,0,8.000,1329560.507,33442190.495,0,0,459131,597906,0.400,0.520,0.410
1694180498,3845820,26819064,29032,1066368,2.725,2.600,94.488,0,0,0,0,1338017.561,33181849.855,0,0,462048,602949,0.370,0.510,0.410
1694180503,4144324,26520544,29032,1066384,2.600,2.675,94.725,0,0,0,6.400,1276931.618,31803734.136,0,0,439375,572380,0.420,0.520,0.420
1694180508,4425472,26239380,29032,1066400,2.225,2.250,95.050,0,0,0,8.000,1196945.530,29757395.625,0,0,413846,542384,0.950,0.620,0.450
1694180513,4804436,25860404,29032,1066412,2.937,3.075,93.560,0,0,0,27.199,1560514.987,40380776.881,0,0,526296,688505,1.350,0.710,0.480
1694180518,5193088,25471736,29032,1066428,3.200,2.988,93.439,0,0.013,0,0,1608318.265,41332146.785,0,0,541368,707984,1.240,0.700,0.480
1694180523,5511188,25153616,29040,1066440,2.800,2.425,94.461,0,0,0,14.400,1336210.628,33711428.725,0,0,457190,597893,1.140,0.690,0.480
1694180528,5846020,24818764,29040,1066460,2.738,2.625,94.202,0,0,0,0,1409096.791,35721786.133,0,0,480435,630993,1.130,0.690,0.480
1694180533,5863576,24801180,29040,1066488,0.125,0.175,99.613,0,0,0,6.398,73108.620,1638089.017,0,0,27440,36039,1.040,0.680,0.480
1694180538,5865500,24799096,29040,1066648,0.250,0,99.725,0,0,0,12.000,1264.595,1774.193,0,0,2058,2510,0.960,0.670,0.470
1694180543,5865492,24799104,29040,1066648,0.013,0.013,100.001,0,0,0,10.400,0,0,0,0,519,864,0.880,0.660,0.470
1694180548,5865492,24799104,29040,1066648,0,0,99.963,0,0,0,0.800,0,0,0,0,482,796,0.810,0.650,0.470
1694180553,5866240,24798340,29048,1066652,0.025,0.012,99.950,0.012,0.025,0,8.000,64.200,64.200,0,0,1079,1679,0.750,0.640,0.460
1694180558,5866240,24798340,29048,1066652,0,0.013,99.976,0,0.038,0,0,0,0,0,0,491,816,0.680,0.630,0.460
1694180563,5866236,24798340,29048,1066656,0.012,0.012,99.975,0,0.012,0,9.600,64.200,64.200,0,0,540,826,0.630,0.620,0.460
1694180568,5866204,24798372,29048,1066656,0.038,0,99.963,0,0,0,0,0,0,0,0,509,835,0.580,0.610,0.460
1694180573,5866200,24798372,29048,1066660,0,0.012,99.974,0,0,0,36.000,76.199,75.799,0,0,571,906,0.530,0.600,0.450
1694180578,5866200,24798372,29048,1066660,0,0,99.976,0,0,0,0,0,23.200,0,0,538,840,0.490,0.580,0.450
1694180583,5866380,24798184,29056,1066660,0,0.012,99.999,0,0,0,15.200,72.600,84.199,0,0,549,865,0.450,0.580,0.450
1694180588,5866380,24798184,29056,1066660,0,0,99.975,0,0,0,0,0,11.600,0,0,541,894,0.410,0.570,0.450
1694180593,5866376,24798184,29056,1066664,0,0.012,99.975,0,0,0,5.600,64.200,64.200,0,0,571,886,0.380,0.560,0.440
1694180598,5866340,24798184,29056,1066700,0.013,0.013,99.951,0,0.013,0,0,0,0,0,0,577,872,0.350,0.550,0.440
1694180603,5866336,24798184,29056,1066704,0.025,0.012,99.962,0,0,0,0,64.200,64.200,0,0,589,877,0.320,0.540,0.440
1694180608,5866336,24798184,29056,1066704,0,0.013,99.963,0,0,0,4.000,0,11.600,0,0,502,813,0.300,0.530,0.440
1694180613,5866296,24798216,29064,1066704,0.012,0.050,99.974,0,0,0,7.200,64.200,64.200,0,0,697,1105,0.270,0.520,0.430
1694180618,5866296,24798216,29064,1066704,0,0.013,99.988,0,0.038,0,0.800,0,0,0,0,537,825,0.250,0.510,0.430
1694180623,5866260,24798248,29064,1066708,0.012,0.012,99.974,0,0,0,6.400,64.200,64.200,0,0,574,902,0.230,0.500,0.430
1694180628,5866512,24797996,29064,1066708,0.012,0.012,99.962,0,0,0,8.800,0,0,0,0,535,816,0.210,0.490,0.430
1694180633,5866508,24797996,29064,1066712,0.013,0,99.963,0,0,0,0,64.200,64.200,0,0,525,855,0.190,0.480,0.420
1694180638,5866500,24797996,29072,1066712,0,0.012,99.987,0,0,0,9.600,8.400,8.400,0,0,573,860,0.180,0.480,0.420
1694180643,5866500,24797996,29072,1066712,0.013,0,99.963,0,0.013,0,7.200,64.200,64.200,0,0,502,804,0.160,0.470,0.420
