"pcp-dstat 5.0.3 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ip-10-0-77-178",,,,"User:","ubuntu"
"Cmdline:","dstat --epoch -m --all -l --noheaders --nocolor --output hazelcast-simulator/workers/62a5bedb95453f686dbd816ccdd93a5ed5ffb25e/A3_dstat.csv 5",,,,"Date:","08 Sep 2023 13:39:13 UTC"
"epoch","memory usage",,,,"total usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"load avg",,
"epoch","used","free","buf","cach","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","dsk/total:read","dsk/total:writ","net/total:recv","net/total:send","in","out","int","csw","1m","5m","15m"
1694180353,387488,30510320,29408,1062944,,,,,,,,0.160,0.470,0.470
1694180358,390848,30539304,29408,1031092,0.574,0.262,99.110,0,0,0,0,146348.695,6898.049,0,0,4499,3584,0.150,0.460,0.470
1694180363,391988,30533712,29408,1035544,0.013,0.025,99.888,0,0,0,0,948405.525,21982.202,0,0,6998,4895,0.140,0.450,0.470
1694180368,391868,30527936,29420,1041368,0.012,0.037,99.875,0,0,0,28.000,1247940.410,28177.065,0,0,8946,6283,0.130,0.440,0.470
1694180373,395576,30519868,29420,1045600,0.313,0.163,99.531,0,0,0,0,898355.484,21254.037,0,0,7643,5566,0.120,0.440,0.460
1694180378,395060,30516048,29420,1049888,0.012,0.025,99.869,0,0,0,0,933407.542,22729.854,0,0,7482,5350,0.110,0.430,0.460
1694180383,394380,30508912,29420,1057508,0.038,0.025,99.850,0,0,0,18.400,1628682.451,37895.815,0,0,12198,8580,0.100,0.420,0.460
1694180388,393420,30504252,29420,1062996,0.325,0.100,99.462,0,0,0,0,1171836.644,27662.878,0,0,10133,7478,0.090,0.410,0.450
1694180393,1059488,29838048,29420,1063108,5.400,0.625,93.950,0.013,0,0,3224.807,5590.612,3744.808,0,0,29479,49982,0.400,0.470,0.470
1694180398,1064236,29833280,29428,1063120,0.137,0.012,99.812,0,0.012,0,33.600,1831.000,1326.000,0,0,2140,3469,0.370,0.470,0.470
1694180403,1105688,29791824,29428,1063124,1.962,0.212,97.700,0,0,0,24.000,54414.626,276639.915,0,0,21560,32710,0.340,0.460,0.470
1694180408,1526832,29370664,29428,1063140,0.575,0.250,99.188,0,0,0,3406.405,10895.615,9865.214,0,0,4385,6286,0.310,0.450,0.460
1694180413,3660060,27237432,29428,1063144,8.100,3.000,88.279,0,0,0,0,314497959.497,11215778.075,0,0,461049,415226,0.530,0.490,0.480
1694180418,5186092,25711400,29428,1063144,4.337,2.900,92.350,0,0,0,3.200,343877777.298,11828561.337,0,0,541807,467165,0.570,0.500,0.480
1694180423,5357800,25539648,29428,1063188,3.762,1.950,93.924,0,0.025,0,71.999,190112539.455,12400228.238,0,0,480560,466172,0.520,0.490,0.480
1694180428,5727260,25170188,29428,1063188,4.250,2.075,93.209,0,0,0,33.599,336054015.164,11975820.601,0,0,553662,486362,0.480,0.480,0.480
1694180433,10335916,20561512,29436,1063200,5.775,4.975,88.780,0,0,0,12.801,448345427.631,16269672.677,0,0,625735,527256,0.680,0.530,0.490
1694180438,14812732,16084680,29436,1063216,5.325,4.812,90.075,0,0,0,0,437206494.126,13376207.844,0,0,576692,471887,0.790,0.550,0.500
1694180443,16413160,14484228,29436,1063240,4.938,3.238,91.426,0,0.013,0,0,452533932.831,13014016.295,0,0,617940,519244,0.800,0.560,0.500
1694180448,16457964,14439400,29436,1063264,3.938,2.488,93.238,0,0,0,2.400,162527722.467,17505035.212,0,0,554728,587096,0.980,0.600,0.510
1694180453,16514204,14383156,29436,1063268,4.900,2.262,92.673,0,0,0,9.600,409793718.389,13182976.416,0,0,601511,527210,0.900,0.590,0.510
1694180458,16572080,14325252,29436,1063296,5.012,2.700,91.620,0,0,0,3.200,424050958.960,17713928.818,0,0,656459,631256,0.830,0.580,0.510
1694180463,16600068,14297224,29444,1063328,4.850,2.388,92.052,0,0,0,36.801,401632534.536,16242071.180,0,0,639757,603130,0.840,0.590,0.510
1694180468,16603304,14293968,29444,1063348,5.000,2.475,92.473,0,0.025,0,4.000,437097148.513,14102297.181,0,0,601641,550596,0.780,0.580,0.510
1694180473,16604884,14292360,29444,1063376,4.913,2.238,92.452,0,0,0,0,445604119.157,13769500.267,0,0,588746,549853,1.190,0.670,0.540
1694180478,16608196,14289008,29444,1063400,4.675,2.050,92.853,0,0,0,2.400,448141659.013,11458616.277,0,0,563028,504777,1.420,0.720,0.560
1694180483,16608848,14288264,29444,1063460,5.075,2.663,91.826,0,0,0,0,433992801.495,16895711.477,0,0,656377,612528,1.390,0.730,0.560
1694180488,16608980,14288076,29444,1063484,4.712,2.175,92.387,0,0.012,0,3.200,457104905.653,13909458.327,0,0,586046,547621,1.270,0.720,0.560
1694180493,16610340,14286640,29452,1063504,4.687,2.250,92.975,0,0.012,0,15.200,331412935.822,13918593.114,0,0,581298,535917,1.250,0.720,0.560
1694180498,16612160,14284788,29452,1063504,3.962,1.912,93.925,0,0,0,32.000,253415803.151,13747491.352,0,0,478015,497170,1.310,0.740,0.570
1694180503,16610632,14286244,29452,1063528,4.825,2.275,92.472,0,0,0,3.200,453370326.164,13445530.323,0,0,627616,553729,1.530,0.800,0.580
1694180508,16612592,14284260,29452,1063552,3.600,2.163,94.215,0,0,0,2.400,219452635.545,12575726.466,0,0,504404,480525,1.650,0.830,0.600
1694180513,16611868,14285048,29452,1063552,4.987,2.475,92.174,0,0.012,0,8.800,391565238.035,16371365.520,0,0,639007,588827,1.590,0.840,0.600
1694180518,16619604,14277292,29452,1063572,5.288,2.238,91.876,0,0,0,3.200,441793501.707,16817072.100,0,0,628800,609161,1.710,0.870,0.610
1694180523,16619972,14276872,29460,1063612,5.337,2.137,92.410,0,0,0,9.600,443868788.274,13999651.810,0,0,617592,549048,1.570,0.860,0.610
1694180528,16621052,14275804,29460,1063632,4.975,2.263,92.527,0,0,0,0,435302243.598,14622928.472,0,0,601805,549810,1.680,0.890,0.620
1694180533,16620904,14275944,29460,1063640,0.487,0.187,99.370,0,0,0,30.398,36421962.849,752170.740,0,0,45223,39721,1.550,0.880,0.620
1694180538,16621724,14275120,29460,1063644,0.038,0,99.913,0,0.025,0,2.400,1590.601,1974.801,0,0,1644,2519,1.420,0.860,0.620
1694180543,6221544,24675236,29460,1063708,0.338,0.463,99.217,0,0,0,0,23934.949,46808.847,0,0,7436,8241,1.310,0.850,0.610
1694180548,398496,30498316,29460,1063676,0.037,0.212,99.746,0,0,0,0,173.993,247.590,0,0,537,656,1.210,0.830,0.610
1694180553,398476,30498324,29468,1063680,0.012,0,99.975,0,0,0,21.600,0,0,0,0,702,1084,1.110,0.820,0.610
1694180558,398476,30498324,29468,1063680,0,0,100.001,0,0,0,0,0,0,0,0,284,467,1.020,0.810,0.600
1694180563,398476,30498324,29468,1063680,0,0,99.950,0,0,0,4.800,74.600,74.600,0,0,330,535,0.940,0.790,0.600
1694180568,398192,30498608,29468,1063680,0,0,100.000,0,0,0,6.400,0,0,0,0,313,510,0.860,0.780,0.600
1694180573,398472,30498324,29468,1063684,0,0,100.000,0,0,0,12.800,74.600,74.600,0,0,322,515,0.790,0.770,0.590
1694180578,398472,30498324,29468,1063684,0,0.013,99.988,0,0,0,0,0,0,0,0,293,481,0.730,0.750,0.590
1694180583,398472,30498324,29476,1063676,0.013,0,99.988,0,0,0,8.800,74.600,74.600,0,0,321,525,0.670,0.740,0.590
1694180588,398472,30498324,29476,1063676,0,0,99.999,0,0.012,0,0,0,0,0,0,333,572,0.620,0.730,0.580
1694180593,398472,30498324,29476,1063676,0,0,99.963,0,0,0,0,83.000,83.000,0,0,423,684,0.570,0.720,0.580
1694180598,398472,30498324,29476,1063676,0,0,100.000,0,0,0,2.400,0,0,0,0,306,504,0.520,0.700,0.580
1694180603,397884,30498860,29476,1063728,0.037,0,99.949,0,0,0,0,74.599,74.599,0,0,457,645,0.480,0.690,0.570
1694180608,397884,30498860,29476,1063728,0,0,100.001,0,0,0,4.800,0,0,0,0,329,511,0.440,0.680,0.570
1694180613,397868,30498868,29484,1063728,0.012,0.012,99.987,0,0,0,7.200,74.600,74.600,0,0,446,699,0.410,0.670,0.570
1694180618,397868,30498868,29484,1063728,0,0,99.988,0,0,0,6.400,12.000,11.600,0,0,295,479,0.370,0.660,0.560
1694180623,398948,30497780,29484,1063736,0,0.012,99.975,0,0,0,0,481.600,548.399,0,0,451,578,0.340,0.650,0.560
1694180628,397940,30498788,29484,1063736,0.012,0,99.987,0,0,0,0,511.798,572.598,0,0,513,597,0.310,0.640,0.560
1694180633,397600,30499128,29484,1063736,0.012,0.012,99.962,0,0,0,2.400,724.799,741.599,0,0,544,628,0.290,0.620,0.550
1694180638,397560,30499168,29508,1063712,0,0.025,99.963,0.013,0.013,0,68.800,395.001,450.201,0,0,592,619,0.270,0.610,0.550
1694180643,400472,30496256,29516,1063704,0,0,99.975,0,0,0,6.400,335.600,309.200,0,0,588,671,0.240,0.600,0.540
1694180648,397196,30499532,29516,1063704,0.013,0,99.962,0,0,0,3.200,775.400,896.200,0,0,578,660,0.220,0.590,0.540
