"pcp-dstat 5.0.3 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ip-10-0-77-231",,,,"User:","ubuntu"
"Cmdline:","dstat --epoch -m --all -l --noheaders --nocolor --output hazelcast-simulator/workers/a8bf898368b726e7a82ddcacd0d2e25d725a6320/A6_dstat.csv 5",,,,"Date:","08 Sep 2023 13:33:56 UTC"
"epoch","memory usage",,,,"total usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"load avg",,
"epoch","used","free","buf","cach","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","dsk/total:read","dsk/total:writ","net/total:recv","net/total:send","in","out","int","csw","1m","5m","15m"
1694180036,387844,30512928,28812,1062224,,,,,,,,0,0,0
1694180041,393776,30539992,28812,1029760,0.712,0.212,98.995,0,0.012,0,168.686,118261.771,7220.302,0,0,4348,3652,0,0,0
1694180046,394592,30535336,28812,1033604,0.025,0.038,99.925,0,0,0,0,848838.667,20664.845,0,0,5934,3972,0,0,0
1694180051,394688,30529576,28812,1039268,0.025,0.037,99.865,0,0,0,0,1271762.920,30422.534,0,0,7271,5787,0,0,0
1694180056,395456,30522940,28812,1045012,0.375,0.113,99.425,0,0,0,0,1129406.485,28216.862,0,0,7730,6714,0,0,0
1694180061,396564,30518212,28824,1048532,0,0.025,99.925,0,0,0,28.800,765085.071,17475.624,0,0,5600,3995,0,0,0
1694180066,396628,30512304,28824,1054228,0.087,0.050,99.862,0,0,0,2.400,1224213.727,27467.318,0,0,8770,5773,0,0,0
1694180071,396156,30506372,28824,1060472,0.025,0.063,99.888,0,0.025,0,56.000,1333921.601,29878.436,0,0,9465,6358,0,0,0
1694180076,394312,30506236,28824,1062404,0.375,0.137,99.450,0,0,0,3141.589,411723.718,10732.361,0,0,5328,4162,0,0,0
1694180081,394312,30506236,28824,1062404,0,0,99.963,0,0,0,0,69.600,57.600,0,0,300,490,0,0,0
1694180086,394220,30506328,28824,1062404,0.012,0,100.000,0,0,0,0,72.600,85.800,0,0,368,592,0,0,0
1694180091,395288,30505256,28824,1062408,0.075,0.012,99.937,0,0,0,3415.995,361.199,365.199,0,0,595,902,0,0,0
1694180096,395280,30505256,28832,1062408,0,0,99.976,0,0,0,49.600,0,0,0,0,368,561,0,0,0
1694180101,395280,30505256,28832,1062408,0,0,99.988,0,0,0,3.200,0,0,0,0,267,461,0,0,0
1694180106,395276,30505256,28832,1062412,0,0,99.987,0,0.012,0,135.999,64.199,64.199,0,0,582,767,0,0,0
1694180111,395276,30505256,28832,1062412,0,0,100.001,0,0,0,76.801,0,0,0,0,291,479,0,0,0
1694180116,395772,30504720,28832,1062452,0,0.012,99.974,0,0.012,0,0,64.200,64.200,0,0,412,592,0,0,0
1694180121,395772,30504720,28832,1062452,0,0,99.988,0,0,0,0,0,0,0,0,293,490,0,0,0
1694180126,395488,30505004,28840,1062444,0.025,0.012,99.949,0,0,0,10.400,74.599,74.599,0,0,736,1156,0,0,0
1694180131,395476,30505004,28840,1062456,0,0,100.002,0,0,0,2.400,0,0,0,0,294,482,0,0,0
1694180136,395476,30505004,28840,1062456,0,0,99.975,0,0,0,0,74.600,74.600,0,0,308,522,0,0,0
1694180141,395476,30505004,28840,1062456,0,0,99.987,0,0,0,0.800,0,0,0,0,334,545,0,0,0
1694180146,395476,30505004,28840,1062456,0.013,0.013,99.976,0,0.013,0,0,83.001,83.001,0,0,297,493,0,0,0
1694180151,395476,30505004,28840,1062456,0,0.013,100.000,0,0,0,12.800,0,0,0,0,273,453,0,0,0
1694180156,395460,30505004,28848,1062464,0,0,99.986,0,0.012,0,16.000,74.599,74.599,0,0,459,738,0,0,0
1694180161,395460,30505004,28848,1062464,0,0,99.989,0,0,0,3.200,0,0,0,0,317,522,0,0,0
1694180166,395456,30505004,28848,1062468,0,0,100.000,0,0,0,0,64.200,64.200,0,0,331,546,0,0,0
1694180171,395456,30505004,28848,1062468,0,0,99.975,0,0,0,0,0,0,0,0,314,526,0,0,0
1694180176,395388,30505036,28848,1062504,0.013,0,99.976,0,0,0,0.800,64.200,64.200,0,0,394,585,0,0,0
1694180181,395388,30505036,28848,1062504,0,0,99.988,0,0,0,0,0,0,0,0,261,458,0,0,0
1694180186,395388,30505036,28856,1062496,0.050,0.012,99.986,0,0,0,7.200,74.599,74.599,0,0,539,760,0,0,0
1694180191,395388,30505036,28856,1062496,0,0,99.989,0,0,0,2.400,0,0,0,0,269,458,0,0,0
