"pcp-dstat 5.0.3 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ip-10-0-77-24",,,,"User:","ubuntu"
"Cmdline:","dstat --epoch -m --all -l --noheaders --nocolor --output hazelcast-simulator/workers/a8bf898368b726e7a82ddcacd0d2e25d725a6320/A1_dstat.csv 5",,,,"Date:","08 Sep 2023 13:33:56 UTC"
"epoch","memory usage",,,,"total usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"load avg",,
"epoch","used","free","buf","cach","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","dsk/total:read","dsk/total:writ","net/total:recv","net/total:send","in","out","int","csw","1m","5m","15m"
1694180036,386948,30511852,28772,1062812,,,,,,,,0,0.070,0.350
1694180041,392360,30539300,28772,1030516,0.687,0.200,99.060,0,0,0,168.625,110750.151,6601.566,0,0,4396,3668,0,0.070,0.350
1694180046,393676,30531456,28772,1037044,0.050,0.038,99.864,0,0,0,0,1412900.885,33746.032,0,0,10230,7081,0,0.070,0.350
1694180051,394076,30524884,28772,1043156,0.025,0.013,99.888,0,0,0,0,1308012.832,30636.523,0,0,9637,6561,0,0.060,0.340
1694180056,396188,30518856,28772,1046976,0.375,0.075,99.460,0,0,0,0,825328.033,20671.970,0,0,7121,5586,0,0.060,0.340
1694180061,396816,30514536,28784,1050584,0.025,0.025,99.927,0,0.025,0,32.801,825845.926,19282.363,0,0,6096,4187,0,0.060,0.340
1694180066,396180,30509636,28784,1055948,0.075,0.038,99.886,0,0,0,18.409,1086035.327,24815.836,0,0,7387,5906,0,0.060,0.340
1694180071,399412,30499520,28784,1062644,0.325,0.100,99.538,0,0,0,154.323,1429809.641,33397.175,0,0,11718,8539,0,0.060,0.340
1694180076,1061212,29837236,28784,1063112,5.350,0.713,93.838,0,0,0,3016.003,82696.483,5839.606,0,0,29329,48857,0.160,0.090,0.350
1694180081,1068048,29830400,28784,1063112,0.338,0.025,99.600,0,0.038,0,0,761.601,811.601,0,0,2825,4798,0.150,0.090,0.340
1694180086,1065236,29833204,28784,1063120,0.050,0.013,99.849,0.038,0,0,3408.497,369.227,951.385,0,0,1532,2513,0.130,0.090,0.340
1694180091,1089604,29808808,28792,1063140,1.112,0.137,98.589,0,0,0,55.966,170973.948,50449.943,0,0,14522,19824,0.120,0.090,0.340
1694180096,2689588,28208816,28792,1063148,14.757,4.840,80.235,0,0,0,12.806,40070309.905,169181005.677,0,0,709340,713633,0.110,0.080,0.340
1694180101,3708040,27190348,28792,1063148,12.475,7.450,79.702,0.013,0,0,133.604,80917667.328,329519296.133,0,0,1404974,1418149,0.340,0.130,0.350
1694180106,5844712,25053656,28792,1063152,12.575,7.862,79.387,0,0.012,0,0,79892067.194,335185855.665,0,0,1351082,1385357,0.480,0.160,0.360
1694180111,9192600,21705720,28792,1063152,10.987,7.800,80.587,0,0.012,0,104.799,70775661.733,326829397.974,0,0,1302312,1254748,0.680,0.210,0.380
1694180116,12633544,18264776,28792,1063152,11.388,8.188,80.251,0,0,0,0,75077489.130,331946198.554,0,0,1345650,1325635,0.710,0.220,0.380
1694180121,15941892,14956428,28792,1063152,11.012,8.150,80.412,0,0,0,0,69566942.746,324185196.252,0,0,1315275,1319031,0.890,0.270,0.390
1694180126,16282296,14615976,28800,1063192,12.588,7.600,79.225,0,0.013,0,16.000,83741933.632,372058597.729,0,0,1527197,1573300,1.060,0.320,0.410
1694180131,16497876,14400396,28800,1063192,13.062,7.600,78.987,0,0,0,2.400,83088384.675,347325418.732,0,0,1519515,1564313,1.450,0.410,0.440
1694180136,16503772,14394496,28800,1063196,12.725,7.488,79.413,0,0,0,0,84626363.829,358079343.206,0,0,1540613,1594504,1.660,0.470,0.460
1694180141,16612184,14286084,28800,1063196,12.725,7.775,79.085,0,0.037,0,3.200,86163309.954,342716484.771,0,0,1522996,1598723,2.090,0.580,0.490
1694180146,16619560,14278704,28800,1063200,12.563,8.088,78.700,0,0.013,0,0.800,89306969.646,362435680.149,0,0,1540804,1647471,2.160,0.620,0.510
1694180151,16619240,14279040,28800,1063200,12.625,7.263,79.051,0,0,0,4.000,85573680.973,349910672.221,0,0,1550412,1595655,2.150,0.640,0.510
1694180156,16627312,14270972,28808,1063204,12.850,7.563,78.964,0,0,0,23.200,88348263.453,353602995.104,0,0,1543301,1635791,2.050,0.650,0.520
1694180161,16629272,14269012,28808,1063204,12.512,7.662,79.149,0,0.012,0,11.200,85793459.652,349522799.818,0,0,1537025,1596031,2.290,0.720,0.540
1694180166,16629992,14268284,28808,1063212,12.400,7.750,79.101,0,0.013,0,0,86543350.655,330724587.142,0,0,1525810,1597759,2.430,0.780,0.560
1694180171,16629268,14269008,28808,1063212,12.487,7.525,79.074,0,0,0,3.200,86642920.499,341657939.152,0,0,1518040,1611347,2.550,0.830,0.580
1694180176,16630736,14267540,28808,1063212,12.838,7.888,78.775,0,0,0,0,88531342.788,353860235.561,0,0,1536129,1629689,2.510,0.850,0.590
1694180181,16630760,14267516,28808,1063212,12.425,7.900,78.924,0,0,0,1.600,88425197.838,349408671.423,0,0,1564369,1632442,2.630,0.900,0.610
1694180186,16630288,14267936,28816,1063256,12.675,7.963,79.102,0,0.013,0,8.800,88229774.931,342592328.942,0,0,1561328,1627208,2.500,0.900,0.610
1694180191,16630544,14267680,28816,1063256,12.837,8.037,78.761,0,0,0,23.200,88851840.511,350758975.662,0,0,1556844,1638268,2.380,0.910,0.610
1694180196,16630572,14267652,28816,1063256,13.138,7.600,78.651,0,0,0,0,88826169.157,358503750.940,0,0,1580046,1635560,2.350,0.930,0.620
1694180201,16631200,14267024,28816,1063256,13.125,7.625,78.814,0,0.025,0,0,88994012.298,343012343.810,0,0,1555687,1632791,2.400,0.960,0.630
1694180206,16629840,14268384,28816,1063256,12.712,7.875,78.723,0,0.012,0,0,89893466.175,350465145.939,0,0,1607936,1646460,2.850,1.080,0.670
1694180211,16630468,14267756,28816,1063256,12.688,7.163,79.265,0,0.025,0,0,83169337.212,337499092.173,0,0,1561912,1555740,2.860,1.110,0.680
1694180216,16631528,14266680,28824,1063264,4.985,3.248,91.493,0,0,0,9.595,36365940.250,138626688.770,0,0,629961,665484,2.870,1.140,0.700
1694180221,16632436,14265804,28824,1063264,0.062,0.012,99.912,0,0.012,0,5.600,1359.997,993.198,0,0,1393,2254,2.640,1.120,0.690
1694180226,16632784,14265448,28824,1063272,0.088,0.013,99.888,0,0,0,5.600,9969.222,9670.821,0,0,2208,3083,2.430,1.100,0.690
1694180231,8248728,22649480,28824,1063296,0.713,0.363,98.838,0,0.013,0,0,93228.475,59515.848,0,0,12784,15555,2.230,1.080,0.690
1694180236,400792,30497444,28824,1063268,0.012,0.275,99.687,0,0,0,0,175.200,237.200,0,0,647,678,2.140,1.080,0.690
1694180241,400792,30497444,28824,1063268,0.013,0.013,99.988,0,0,0,0,8.400,8.400,0,0,292,500,1.960,1.060,0.680
1694180246,400748,30497476,28832,1063272,0,0.013,99.988,0,0,0,45.600,64.200,64.200,0,0,416,605,1.810,1.050,0.680
1694180251,400720,30497452,28832,1063324,0.025,0,99.975,0,0,0,0,0,0,0,0,416,682,1.660,1.030,0.680
1694180256,400672,30497500,28832,1063324,0,0,100.000,0,0,0,0,64.200,64.200,0,0,336,562,1.530,1.010,0.670
1694180261,400672,30497500,28832,1063324,0,0,99.987,0,0.037,0,0,0,0,0,0,328,508,1.410,1,0.670
1694180266,400672,30497500,28832,1063324,0.012,0.012,100.000,0,0,0,0,64.200,64.200,0,0,323,494,1.290,0.980,0.660
1694180271,400672,30497500,28832,1063324,0.025,0.012,100.000,0,0,0,0,0,0,0,0,348,510,1.190,0.960,0.660
1694180276,400688,30497468,28840,1063332,0.037,0,99.975,0,0,0,12.800,64.200,64.200,0,0,440,727,1.090,0.950,0.660
1694180281,400688,30497468,28840,1063332,0,0,99.975,0,0,0,0.800,0,0,0,0,342,574,1.010,0.930,0.650
1694180286,400688,30497468,28840,1063332,0,0.012,99.987,0,0.012,0,3.200,64.200,64.200,0,0,312,537,0.930,0.910,0.650
1694180291,400688,30497468,28840,1063332,0.012,0,99.962,0,0,0,0,0,0,0,0,322,558,0.850,0.900,0.640
1694180296,400688,30497468,28840,1063332,0.013,0,99.988,0,0.013,0,0,83.000,83.000,0,0,342,522,0.780,0.880,0.640
1694180301,400688,30497468,28840,1063332,0.013,0,100.001,0,0,0,0,0,0,0,0,281,489,0.720,0.870,0.640
1694180306,400636,30497468,28848,1063376,0,0,99.950,0,0,0,14.400,74.600,74.600,0,0,384,567,0.660,0.850,0.630
1694180311,400636,30497468,28848,1063376,0,0.012,99.987,0,0,0,0,0,0,0,0,615,938,0.610,0.840,0.630
